"Ind","POP","FAM","LAT","LON","POPNAME","BLOCK","Treatment","Year","FVeg","FT","BT","FertT","FlwrVeg","Weight","PropDam","OH","StemTotal"
"E2-20",5,"5-37",41.42692,-75.63466896,"PASC","E2","Unsprayed","2018",83,190,179,211,82,5.24704347826087,0,NA,3
"E2-200",13,"13-61",44.6076,-76.27898502,"ONCQ","E2","Unsprayed","2018",96.5,190,179,211,101,0.567043478260871,0.888888888888889,NA,9
"E2-201",10,"10-30",43.69717,-76.19529499,"NYLV","E2","Unsprayed","2018",143.5,211,184,211,146,7.48704347826087,0.333333333333333,NA,6
"E2-202",16,"16-5",44.75284,-79.33799797,"ONWA","E2","Unsprayed","2018",82,211,184,211,80,1.73704347826087,0.5,NA,4
"E2-203",18,"18-50",45.76868,-79.39777502,"ONSU","E2","Unsprayed","2018",83,190,179,211,79.5,4.77704347826087,0.4,NA,5
"E2-204",8,"8-59",41.97527,-75.19598002,"NYEB","E2","Unsprayed","2018",86.5,190,179,211,85.5,1.61704347826087,0.166666666666667,NA,6
"E2-205",14,"14-70",44.29771,-78.300041,"ONPB","E2","Unsprayed","2018",102,184,171,211,101.5,37.1870434782609,0.142857142857143,NA,7
"E2-21",10,"10-7",43.69717,-76.19529499,"NYLV","E2","Unsprayed","2018",129,197,184,211,128,14.2770434782609,0,NA,4
"E2-22",14,"14-21",44.29771,-78.300041,"ONPB","E2","Unsprayed","2018",114,184,171,211,108.5,15.7670434782609,0.2,NA,10
"E2-23",4,"4-48",40.06813,-76.90717204,"PAGP","E2","Unsprayed","2018",112.5,190,184,211,111,8.03704347826087,0,NA,10
"E2-24",16,"16-70",44.75284,-79.33799797,"ONWA","E2","Unsprayed","2018",90,179,171,211,86.5,15.3070434782609,0,NA,6
"E2-25",13,"13-45",44.6076,-76.27898502,"ONCQ","E2","Unsprayed","2018",113,190,184,211,113,10.5670434782609,0,NA,3
"E2-26",12,"12-60",44.54749,-76.12868903,"ONLY","E2","Unsprayed","2018",104,184,171,211,103,7.55704347826087,0.4,NA,5
"E2-27",13,"13-47",44.6076,-76.27898502,"ONCQ","E2","Unsprayed","2018",95,190,179,211,90.5,4.03704347826087,0.3,NA,10
"E2-28",3,"3-34",40.23327,-77.280415,"PAOL","E2","Unsprayed","2018",113,211,184,211,112,18.0970434782609,0,NA,13
"E2-29",14,"14-61",44.29771,-78.300041,"ONPB","E2","Unsprayed","2018",100,184,171,211,100,9.41704347826087,0.363636363636364,NA,11
"E2-3",11,"11-26",43.28958,-76.128568,"NYWM","E2","Unsprayed","2018",86,184,179,211,86,118.977043478261,0.285714285714286,NA,7
"E2-30",19,"19-6",47.73136,-80.32791398,"ONEL","E2","Unsprayed","2018",69,197,179,211,67.5,1.53704347826087,0,NA,3
"E2-31",17,"17-30",45.02376,-79.31190301,"ONBB","E2","Unsprayed","2018",95.5,184,171,211,93.5,23.6770434782609,0.375,NA,8
"E2-32",11,"11-63",43.28958,-76.128568,"NYWM","E2","Unsprayed","2018",119.5,190,179,211,119,6.45704347826087,0.285714285714286,NA,7
"E2-33",2,"2-12",38.7966,-77.29988901,"VAFF","E2","Unsprayed","2018",140,197,179,211,138,5.20704347826087,0.75,NA,4
"E2-34",22,"22-73",46.75552,-79.04650404,"QCTM","E2","Unsprayed","2018",103.5,190,179,211,100,10.5670434782609,0.25,NA,8
"E2-35",3,"3-75",40.23327,-77.280415,"PAOL","E2","Unsprayed","2018",110,219,211,219,108,3.59704347826087,0,NA,5
"E2-36",2,"2-31",38.7966,-77.29988901,"VAFF","E2","Unsprayed","2018",83.5,232,211,232,83.5,0.53704347826087,0.4,NA,5
"E2-37",11,"11-30",43.28958,-76.128568,"NYWM","E2","Unsprayed","2018",107,224,211,232,111,0.58704347826087,0,NA,3
"E2-38",17,"17-74",45.02376,-79.31190301,"ONBB","E2","Unsprayed","2018",104,184,179,211,100,8.70704347826087,0.428571428571429,NA,7
"E2-39",16,"16-9",44.75284,-79.33799797,"ONWA","E2","Unsprayed","2018",111,190,179,211,109,13.7970434782609,0.363636363636364,NA,11
"E2-4",3,"3-46",40.23327,-77.280415,"PAOL","E2","Unsprayed","2018",88,211,179,219,84,3.56704347826087,0.6,NA,5
"E2-40",13,"13-78",44.6076,-76.27898502,"ONCQ","E2","Unsprayed","2018",83,NA,211,NA,NA,0.0170434782608702,0.5,NA,2
"E2-41",18,"18-76",45.76868,-79.39777502,"ONSU","E2","Unsprayed","2018",102.5,184,171,211,102,14.2270434782609,0.5,NA,6
"E2-42",14,"14-30",44.29771,-78.300041,"ONPB","E2","Unsprayed","2018",106,197,179,211,105,1.73704347826087,0.5,NA,4
"E2-43",6,"6-44",41.57154,-74.48428896,"NYWU","E2","Unsprayed","2018",128.5,211,184,219,126.5,11.2270434782609,0.6,NA,5
"E2-44",11,"11-58",43.28958,-76.128568,"NYWM","E2","Unsprayed","2018",140.5,211,190,232,135,8.06704347826087,0.333333333333333,NA,3
"E2-45",9,"9-49",42.79109,-76.135327,"NYTY","E2","Unsprayed","2018",106,211,179,211,101,4.60704347826087,0.333333333333333,NA,6
"E2-46",16,"16-28",44.75284,-79.33799797,"ONWA","E2","Unsprayed","2018",93.5,211,190,219,93,5.48704347826087,0.1,NA,10
"E2-47",6,"6-36",41.57154,-74.48428896,"NYWU","E2","Unsprayed","2018",94.5,211,190,219,91,0.937043478260872,0.666666666666667,NA,6
"E2-48",12,"12-36",44.54749,-76.12868903,"ONLY","E2","Unsprayed","2018",108,197,184,211,107.5,2.16704347826087,0,NA,7
"E2-49",13,"13-37",44.6076,-76.27898502,"ONCQ","E2","Unsprayed","2018",85,224,197,NA,86,1.08704347826087,0.166666666666667,NA,6
"E2-5",8,"8-43",41.97527,-75.19598002,"NYEB","E2","Unsprayed","2018",82,197,179,211,81,4.66704347826087,0.2,NA,5
"E2-50",20,"20-43",48.10384,-80.19977597,"ONKE","E2","Unsprayed","2018",81,211,184,211,81,3.76704347826087,0.5,NA,6
"E2-51",11,"11-41",43.28958,-76.128568,"NYWM","E2","Unsprayed","2018",117.5,211,197,219,116,20.7570434782609,0.333333333333333,NA,9
"E2-52",20,"20-41",48.10384,-80.19977597,"ONKE","E2","Unsprayed","2018",91,211,190,211,94,2.32704347826087,0.5,NA,4
"E2-53",2,"2-25",38.7966,-77.29988901,"VAFF","E2","Unsprayed","2018",127,211,184,211,127,19.3770434782609,0.6,NA,5
"E2-54",9,"9-33",42.79109,-76.135327,"NYTY","E2","Unsprayed","2018",102,197,179,211,102,5.87704347826087,0.333333333333333,NA,6
"E2-55",20,"20-47",48.10384,-80.19977597,"ONKE","E2","Unsprayed","2018",123,211,197,219,121,0.847043478260872,0,NA,5
"E2-56",22,"22-32",46.75552,-79.04650404,"QCTM","E2","Unsprayed","2018",88,184,171,211,85.5,18.5170434782609,0.125,NA,8
"E2-57",15,"15-13",44.2915,-79.04909003,"ONBV","E2","Unsprayed","2018",107,179,171,211,104,8.73704347826087,0.2,NA,5
"E2-58",9,"9-36",42.79109,-76.135327,"NYTY","E2","Unsprayed","2018",85,211,184,211,86.5,3.61704347826087,0.384615384615385,NA,13
"E2-59",1,"1-17",38.8235,-77.71118397,"VABR","E2","Unsprayed","2018",132,224,211,NA,130,3.56704347826087,0.333333333333333,NA,3
"E2-6",9,"9-54",42.79109,-76.135327,"NYTY","E2","Unsprayed","2018",108.5,184,179,211,109,19.2070434782609,0.142857142857143,NA,7
"E2-60",10,"10-62",43.69717,-76.19529499,"NYLV","E2","Unsprayed","2018",94.5,211,190,219,91,1.08704347826087,0,NA,5
"E2-61",1,"1-25",38.8235,-77.71118397,"VABR","E2","Unsprayed","2018",130,211,190,211,129.5,21.2470434782609,0.5,NA,6
"E2-62",11,"11-66",43.28958,-76.128568,"NYWM","E2","Unsprayed","2018",105.5,219,211,NA,101,1.66704347826087,0.4,NA,5
"E2-63",20,"20-50",48.10384,-80.19977597,"ONKE","E2","Unsprayed","2018",107,211,197,219,108,3.63704347826087,0.5,NA,4
"E2-64",6,"6-19",41.57154,-74.48428896,"NYWU","E2","Unsprayed","2018",95,224,211,NA,92.5,2.62704347826087,0.8,NA,5
"E2-65",2,"2-19",38.7966,-77.29988901,"VAFF","E2","Unsprayed","2018",146.5,219,184,219,141,0.727043478260871,0.6,NA,5
"E2-66",20,"20-59",48.10384,-80.19977597,"ONKE","E2","Unsprayed","2018",66,NA,NA,NA,NA,0.62704347826087,0.5,NA,2
"E2-67",1,"1-2",38.8235,-77.71118397,"VABR","E2","Unsprayed","2018",97,NA,232,NA,NA,NA,1,NA,1
"E2-68",8,"8-32",41.97527,-75.19598002,"NYEB","E2","Unsprayed","2018",121.5,211,197,211,108,14.5970434782609,0.666666666666667,NA,6
"E2-69",8,"8-13",41.97527,-75.19598002,"NYEB","E2","Unsprayed","2018",129,211,197,211,125,9.37704347826087,0.75,NA,4
"E2-7",14,"14-79",44.29771,-78.300041,"ONPB","E2","Unsprayed","2018",106,190,179,211,106,4.90704347826087,0,NA,3
"E2-70",18,"18-3",45.76868,-79.39777502,"ONSU","E2","Unsprayed","2018",79,190,171,211,80.5,2.17704347826087,0.5,NA,2
"E2-71",15,"15-42",44.2915,-79.04909003,"ONBV","E2","Unsprayed","2018",117,197,179,211,118,11.2770434782609,0.5,NA,6
"E2-72",19,"19-31",47.73136,-80.32791398,"ONEL","E2","Unsprayed","2018",101.5,197,171,211,103,2.64704347826087,1,NA,2
"E2-73",22,"22-11",46.75552,-79.04650404,"QCTM","E2","Unsprayed","2018",87.5,190,179,211,87,15.3170434782609,0.444444444444444,NA,9
"E2-74",11,"11-60",43.28958,-76.128568,"NYWM","E2","Unsprayed","2018",131,211,197,224,132,3.56704347826087,0.75,NA,4
"E2-75",5,"5-50",41.42692,-75.63466896,"PASC","E2","Unsprayed","2018",134,211,197,219,134,7.85704347826087,1,NA,3
"E2-76",2,"2-7",38.7966,-77.29988901,"VAFF","E2","Unsprayed","2018",123,197,184,211,122,9.90704347826087,0.6,NA,5
"E2-77",8,"8-12",41.97527,-75.19598002,"NYEB","E2","Unsprayed","2018",98,NA,224,NA,NA,NA,0.5,NA,4
"E2-78",13,"13-27",44.6076,-76.27898502,"ONCQ","E2","Unsprayed","2018",100,211,184,211,100,8.69704347826087,0.666666666666667,NA,6
"E2-79",16,"16-13",44.75284,-79.33799797,"ONWA","E2","Unsprayed","2018",101.5,184,171,211,96,17.1570434782609,0.444444444444444,NA,9
"E2-8",9,"9-27",42.79109,-76.135327,"NYTY","E2","Unsprayed","2018",83,190,179,211,93,10.0870434782609,0.111111111111111,NA,9
"E2-80",1,"1-26",38.8235,-77.71118397,"VABR","E2","Unsprayed","2018",88.5,190,171,211,85,1.60704347826087,0.333333333333333,NA,3
"E2-81",3,"3-45",40.23327,-77.280415,"PAOL","E2","Unsprayed","2018",127.5,197,179,211,126,32.1170434782609,0.6,NA,5
"E2-82",14,"14-17",44.29771,-78.300041,"ONPB","E2","Unsprayed","2018",112.5,184,179,211,104,12.6070434782609,0.625,NA,8
"E2-83",2,"2-21",38.7966,-77.29988901,"VAFF","E2","Unsprayed","2018",131.5,197,179,219,123,26.3770434782609,0.75,NA,8
"E2-84",19,"19-40",47.73136,-80.32791398,"ONEL","E2","Unsprayed","2018",65,197,179,211,63,0.527043478260872,0.666666666666667,NA,3
"E2-85",12,"12-51",44.54749,-76.12868903,"ONLY","E2","Unsprayed","2018",86.5,211,184,219,85.5,2.61704347826087,0.25,NA,4
"E2-86",10,"10-8",43.69717,-76.19529499,"NYLV","E2","Unsprayed","2018",126.5,219,211,219,126,16.0070434782609,0.5,NA,6
"E2-87",16,"16-79",44.75284,-79.33799797,"ONWA","E2","Unsprayed","2018",86,184,171,211,82,11.3570434782609,0.142857142857143,NA,7
"E2-88",18,"18-30",45.76868,-79.39777502,"ONSU","E2","Unsprayed","2018",76.5,NA,NA,NA,NA,1.58704347826087,0.5,NA,4
"E2-89",19,"19-53",47.73136,-80.32791398,"ONEL","E2","Unsprayed","2018",52,NA,179,NA,NA,0.0270434782608717,0.333333333333333,NA,3
"E2-9",22,"22-64",46.75552,-79.04650404,"QCTM","E2","Unsprayed","2018",93,190,179,211,92.5,8.20704347826087,0,NA,6
"E2-90",11,"11-37",43.28958,-76.128568,"NYWM","E2","Unsprayed","2018",129,211,197,211,128,10.1070434782609,0.8,NA,5
"E2-91",5,"5-28",41.42692,-75.63466896,"PASC","E2","Unsprayed","2018",162.5,211,197,219,163,41.0170434782609,0.75,NA,4
"E2-92",4,"4-46",40.06813,-76.90717204,"PAGP","E2","Unsprayed","2018",108,197,184,211,102,15.0870434782609,0.3,NA,10
"E2-93",1,"1-47",38.8235,-77.71118397,"VABR","E2","Unsprayed","2018",104,219,211,232,101,9.12704347826087,0.666666666666667,NA,6
"E2-94",18,"18-61",45.76868,-79.39777502,"ONSU","E2","Unsprayed","2018",108,NA,219,NA,NA,1.59704347826087,1,NA,2
"E2-95",17,"17-65",45.02376,-79.31190301,"ONBB","E2","Unsprayed","2018",108.5,211,184,211,111,9.29704347826087,0.285714285714286,NA,7
"E2-96",6,"6-21",41.57154,-74.48428896,"NYWU","E2","Unsprayed","2018",21,NA,NA,NA,NA,NA,NA,NA,NA
"E2-97",8,"8-58",41.97527,-75.19598002,"NYEB","E2","Unsprayed","2018",134,211,184,211,131,9.63704347826087,1,NA,5
"E2-98",4,"4-47",40.06813,-76.90717204,"PAGP","E2","Unsprayed","2018",136.5,211,184,211,130,41.8570434782609,0.6,NA,10
"E2-99",22,"22-6",46.75552,-79.04650404,"QCTM","E2","Unsprayed","2018",125,211,190,211,125.5,31.6970434782609,0.5,NA,6
"E3-1",10,"10-62",43.69717,-76.19529499,"NYLV","E3","Sprayed","2018",106,184,172,211,102,78.1270434782609,0.5,NA,6
"E3-10",18,"18-2",45.76868,-79.39777502,"ONSU","E3","Sprayed","2018",93,190,178,211,95,3.10704347826087,0.111111111111111,NA,9
"E3-100",22,"22-24",46.75552,-79.04650404,"QCTM","E3","Sprayed","2018",112.5,190,172,211,115,39.9570434782609,0,NA,10
"E3-101",13,"13-53",44.6076,-76.27898502,"ONCQ","E3","Sprayed","2018",97,178,172,211,96,44.6070434782609,0,NA,7
"E3-103",10,"10-30",43.69717,-76.19529499,"NYLV","E3","Sprayed","2018",103.5,184,172,211,101,57.6770434782609,0,NA,8
"E3-104",6,"6-55",41.57154,-74.48428896,"NYWU","E3","Sprayed","2018",101.5,184,172,211,99.5,16.6670434782609,0.2,NA,5
"E3-105",4,"4-14",40.06813,-76.90717204,"PAGP","E3","Sprayed","2018",104.5,190,178,211,105,9.34704347826087,0,NA,8
"E3-106",16,"16-28",44.75284,-79.33799797,"ONWA","E3","Sprayed","2018",106,211,184,211,105,20.7170434782609,0,NA,10
"E3-107",19,"19-70",47.73136,-80.32791398,"ONEL","E3","Sprayed","2018",72,178,172,211,72,4.31704347826087,0,NA,4
"E3-108",20,"20-23",48.10384,-80.19977597,"ONKE","E3","Sprayed","2018",108,190,178,211,108.5,6.57704347826087,0.25,NA,4
"E3-109",8,"8-32",41.97527,-75.19598002,"NYEB","E3","Sprayed","2018",115,184,172,211,113,14.2270434782609,0,NA,7
"E3-11",18,"18-61",45.76868,-79.39777502,"ONSU","E3","Sprayed","2018",91,184,172,211,92,12.8670434782609,0,NA,4
"E3-110",15,"15-56",44.2915,-79.04909003,"ONBV","E3","Sprayed","2018",97.5,178,172,211,97,8.35704347826087,0,NA,7
"E3-111",10,"10-54",43.69717,-76.19529499,"NYLV","E3","Sprayed","2018",107,184,172,211,106,43.8670434782609,0,NA,9
"E3-112",22,"22-6",46.75552,-79.04650404,"QCTM","E3","Sprayed","2018",95.5,184,172,211,95.5,12.2570434782609,0.142857142857143,NA,7
"E3-113",2,"2-21",38.7966,-77.29988901,"VAFF","E3","Sprayed","2018",112,184,172,211,113,11.5470434782609,0.25,NA,4
"E3-114",2,"2-74",38.7966,-77.29988901,"VAFF","E3","Sprayed","2018",118,198,184,211,117,6.99704347826087,0.2,NA,5
"E3-115",5,"5-37",41.42692,-75.63466896,"PASC","E3","Sprayed","2018",96.5,184,178,211,96.5,18.6070434782609,0.166666666666667,NA,6
"E3-116",5,"5-28",41.42692,-75.63466896,"PASC","E3","Sprayed","2018",128,184,172,211,128,13.6070434782609,0,NA,2
"E3-117",22,"22-57",46.75552,-79.04650404,"QCTM","E3","Sprayed","2018",94.5,184,172,211,94,8.15704347826087,0.4,NA,5
"E3-118",1,"1-47",38.8235,-77.71118397,"VABR","E3","Sprayed","2018",128,198,178,219,110,NA,0.4,NA,5
"E3-119",16,"16-9",44.75284,-79.33799797,"ONWA","E3","Sprayed","2018",86,172,172,211,81,11.9670434782609,0,NA,4
"E3-12",15,"15-74",44.2915,-79.04909003,"ONBV","E3","Sprayed","2018",111,184,172,211,111,30.4270434782609,0,NA,7
"E3-120",22,"22-32",46.75552,-79.04650404,"QCTM","E3","Sprayed","2018",63.5,172,172,211,64,11.0370434782609,0,NA,5
"E3-121",1,"1-59",38.8235,-77.71118397,"VABR","E3","Sprayed","2018",101.5,184,172,211,101,6.56704347826087,0,NA,3
"E3-122",9,"9-49",42.79109,-76.135327,"NYTY","E3","Sprayed","2018",92.5,198,172,211,92,0.487043478260873,0.333333333333333,NA,6
"E3-123",1,"1-26",38.8235,-77.71118397,"VABR","E3","Sprayed","2018",72,172,172,211,76,9.50704347826087,0.2,NA,5
"E3-124",13,"13-27",44.6076,-76.27898502,"ONCQ","E3","Sprayed","2018",84,178,172,211,85,8.31704347826087,0.5,NA,6
"E3-125",13,"13-33",44.6076,-76.27898502,"ONCQ","E3","Sprayed","2018",94,184,172,211,94.5,8.29704347826087,0,NA,5
"E3-126",2,"2-35",38.7966,-77.29988901,"VAFF","E3","Sprayed","2018",131.5,190,172,211,131.5,14.8070434782609,0.2,NA,5
"E3-127",10,"10-29",43.69717,-76.19529499,"NYLV","E3","Sprayed","2018",74,184,172,211,76.5,7.86704347826087,0.2,NA,5
"E3-128",14,"14-61",44.29771,-78.300041,"ONPB","E3","Sprayed","2018",68,172,172,211,72,14.9270434782609,0,NA,8
"E3-129",2,"2-19",38.7966,-77.29988901,"VAFF","E3","Sprayed","2018",129,190,172,211,130.5,7.03704347826087,1,NA,2
"E3-13",22,"22-48",46.75552,-79.04650404,"QCTM","E3","Sprayed","2018",96.5,184,172,211,100,4.05704347826087,0,NA,6
"E3-130",9,"9-54",42.79109,-76.135327,"NYTY","E3","Sprayed","2018",98.5,190,172,211,98,2.65704347826087,0,NA,5
"E3-131",16,"16-59",44.75284,-79.33799797,"ONWA","E3","Sprayed","2018",112,184,172,211,109,11.3970434782609,0.142857142857143,NA,7
"E3-132",15,"15-13",44.2915,-79.04909003,"ONBV","E3","Sprayed","2018",86,172,172,211,90,6.56704347826087,0,NA,2
"E3-133",4,"4-73",40.06813,-76.90717204,"PAGP","E3","Sprayed","2018",109,190,178,211,110.5,6.29704347826087,0.333333333333333,NA,6
"E3-134",19,"19-6",47.73136,-80.32791398,"ONEL","E3","Sprayed","2018",95,172,172,211,73,8.02704347826087,0,NA,3
"E3-135",2,"2-77",38.7966,-77.29988901,"VAFF","E3","Sprayed","2018",99,190,172,211,99,9.89704347826087,0.333333333333333,NA,6
"E3-136",6,"6-20",41.57154,-74.48428896,"NYWU","E3","Sprayed","2018",96,190,178,211,96.5,10.1070434782609,0,NA,3
"E3-137",3,"3-76",40.23327,-77.280415,"PAOL","E3","Sprayed","2018",97,198,184,211,96.5,7.26704347826087,0,NA,5
"E3-138",20,"20-41",48.10384,-80.19977597,"ONKE","E3","Sprayed","2018",115.5,184,172,211,116,11.3270434782609,0.2,NA,5
"E3-139",20,"20-9",48.10384,-80.19977597,"ONKE","E3","Sprayed","2018",105,190,178,211,104.5,5.26704347826087,0,NA,1
"E3-14",13,"13-61",44.6076,-76.27898502,"ONCQ","E3","Sprayed","2018",92,184,172,211,92,14.1170434782609,0,NA,8
"E3-140",6,"6-44",41.57154,-74.48428896,"NYWU","E3","Sprayed","2018",132.5,211,184,219,109,0.727043478260871,0.25,NA,4
"E3-141",10,"10-7",43.69717,-76.19529499,"NYLV","E3","Sprayed","2018",117,190,178,211,116,11.4770434782609,0,NA,4
"E3-142",2,"2-25",38.7966,-77.29988901,"VAFF","E3","Sprayed","2018",126,198,184,211,124,3.55704347826087,0,NA,2
"E3-143",16,"16-13",44.75284,-79.33799797,"ONWA","E3","Sprayed","2018",107,190,172,211,105.5,21.8170434782609,0.0909090909090909,NA,11
"E3-144",2,"2-46",38.7966,-77.29988901,"VAFF","E3","Sprayed","2018",120,190,184,211,119,7.76704347826087,0,NA,3
"E3-145",4,"4-66",40.06813,-76.90717204,"PAGP","E3","Sprayed","2018",106.5,190,172,211,107,13.5070434782609,0.222222222222222,NA,9
"E3-146",14,"14-72",44.29771,-78.300041,"ONPB","E3","Sprayed","2018",113,184,172,211,114.5,14.1070434782609,0.166666666666667,NA,6
"E3-147",6,"6-5",41.57154,-74.48428896,"NYWU","E3","Sprayed","2018",96,211,198,219,94,NA,0.333333333333333,NA,3
"E3-148",17,"17-21",45.02376,-79.31190301,"ONBB","E3","Sprayed","2018",109.5,190,172,211,107.5,22.5270434782609,0.333333333333333,NA,6
"E3-149",17,"17-1",45.02376,-79.31190301,"ONBB","E3","Sprayed","2018",120,184,172,211,118,5.48704347826087,0,NA,1
"E3-15",2,"2-12",38.7966,-77.29988901,"VAFF","E3","Sprayed","2018",116,211,198,219,114,9.74704347826087,0.125,NA,8
"E3-150",10,"10-37",43.69717,-76.19529499,"NYLV","E3","Sprayed","2018",122,190,184,211,122.5,15.1870434782609,0,NA,8
"E3-151",5,"5-50",41.42692,-75.63466896,"PASC","E3","Sprayed","2018",127,190,172,211,129,10.6670434782609,0,NA,5
"E3-152",15,"15-39",44.2915,-79.04909003,"ONBV","E3","Sprayed","2018",62,184,172,211,66.5,2.07704347826087,0,NA,4
"E3-153",12,"12-36",44.54749,-76.12868903,"ONLY","E3","Sprayed","2018",101,198,184,211,101.5,4.88704347826087,0.111111111111111,NA,9
"E3-154",18,"18-77",45.76868,-79.39777502,"ONSU","E3","Sprayed","2018",83,190,172,211,82.5,6.18704347826087,0.25,NA,4
"E3-156",8,"8-13",41.97527,-75.19598002,"NYEB","E3","Sprayed","2018",114,190,172,211,114,15.7170434782609,0,NA,8
"E3-157",17,"17-30",45.02376,-79.31190301,"ONBB","E3","Sprayed","2018",129.5,190,172,211,127.5,5.31704347826087,0,NA,2
"E3-158",15,"15-22",44.2915,-79.04909003,"ONBV","E3","Sprayed","2018",91,178,172,211,90.5,15.4970434782609,0.166666666666667,NA,6
"E3-159",17,"17-74",45.02376,-79.31190301,"ONBB","E3","Sprayed","2018",108.5,190,172,211,109.5,8.02704347826087,0.4,NA,5
"E3-16",13,"13-45",44.6076,-76.27898502,"ONCQ","E3","Sprayed","2018",123,184,172,211,123,46.5870434782609,0.333333333333333,NA,3
"E3-160",16,"16-38",44.75284,-79.33799797,"ONWA","E3","Sprayed","2018",83,198,184,211,86,6.26704347826087,0,NA,7
"E3-161",11,"11-26",43.28958,-76.128568,"NYWM","E3","Sprayed","2018",139.5,190,172,211,112,10.5570434782609,0.4,NA,5
"E3-162",12,"12-47",44.54749,-76.12868903,"ONLY","E3","Sprayed","2018",96.5,184,172,211,98,3.14704347826087,0,NA,3
"E3-163",13,"13-60",44.6076,-76.27898502,"ONCQ","E3","Sprayed","2018",112,184,172,211,112,23.3770434782609,0.125,NA,8
"E3-164",4,"4-80",40.06813,-76.90717204,"PAGP","E3","Sprayed","2018",121.5,190,178,211,123.5,7.82704347826087,0,NA,4
"E3-165",10,"10-72",43.69717,-76.19529499,"NYLV","E3","Sprayed","2018",116.5,190,184,211,117,11.6570434782609,0,NA,4
"E3-166",12,"12-51",44.54749,-76.12868903,"ONLY","E3","Sprayed","2018",79,184,172,211,81.5,10.6270434782609,0,NA,7
"E3-167",8,"8-55",41.97527,-75.19598002,"NYEB","E3","Sprayed","2018",56,NA,226,NA,NA,NA,0.333333333333333,NA,3
"E3-168",18,"18-76",45.76868,-79.39777502,"ONSU","E3","Sprayed","2018",115,198,184,211,116,7.16704347826087,0,NA,6
"E3-169",13,"13-2",44.6076,-76.27898502,"ONCQ","E3","Sprayed","2018",94,190,178,211,94.5,7.47704347826087,0.333333333333333,NA,3
"E3-17",16,"16-66",44.75284,-79.33799797,"ONWA","E3","Sprayed","2018",92,184,172,211,92,18.4570434782609,0,NA,6
"E3-170",6,"6-65",41.57154,-74.48428896,"NYWU","E3","Sprayed","2018",113,198,184,211,112.5,5.93704347826087,0,NA,3
"E3-171",14,"14-9",44.29771,-78.300041,"ONPB","E3","Sprayed","2018",102,184,172,211,101,23.2470434782609,0.0833333333333333,NA,12
"E3-172",3,"3-45",40.23327,-77.280415,"PAOL","E3","Sprayed","2018",107,211,184,219,105,7.43704347826087,0.125,NA,8
"E3-173",12,"12-68",44.54749,-76.12868903,"ONLY","E3","Sprayed","2018",117.5,184,172,211,115,19.8370434782609,0,NA,9
"E3-174",19,"19-31",47.73136,-80.32791398,"ONEL","E3","Sprayed","2018",60.5,172,172,211,69,1.93704347826087,0,NA,3
"E3-175",3,"3-75",40.23327,-77.280415,"PAOL","E3","Sprayed","2018",118.5,211,184,232,106,3.14704347826087,0,NA,10
"E3-176",12,"12-3",44.54749,-76.12868903,"ONLY","E3","Sprayed","2018",97,184,172,211,95,13.3270434782609,0.4,NA,10
"E3-177",18,"18-3",45.76868,-79.39777502,"ONSU","E3","Sprayed","2018",88,178,172,211,87.5,7.53704347826087,0,NA,4
"E3-178",20,"20-37",48.10384,-80.19977597,"ONKE","E3","Sprayed","2018",110,184,172,211,112.5,14.1670434782609,0.2,NA,5
"E3-179",15,"15-72",44.2915,-79.04909003,"ONBV","E3","Sprayed","2018",91,190,178,219,90,6.31704347826087,0,NA,3
"E3-18",5,"5-74",41.42692,-75.63466896,"PASC","E3","Sprayed","2018",138,184,172,211,136.5,6.02704347826087,0,NA,5
"E3-180",11,"11-58",43.28958,-76.128568,"NYWM","E3","Sprayed","2018",114,198,184,211,111,3.46704347826087,0.142857142857143,NA,7
"E3-181",19,"19-69",47.73136,-80.32791398,"ONEL","E3","Sprayed","2018",78,178,172,211,78,16.9670434782609,0.2,NA,5
"E3-182",14,"14-70",44.29771,-78.300041,"ONPB","E3","Sprayed","2018",111.5,184,172,211,112,9.43704347826087,1,NA,3
