"Ind","POP","FAM","LAT","LON","POPNAME","BLOCK","Treatment","Year","FVeg","FT","BT","FertT","FlwrVeg","Weight","PropDam","OH","StemTotal"
"E6-93",15,"15-56",44.2915,-79.04909003,"ONBV","E6","Sprayed","2020",103,203,189,210,90,4.4126923076923,0,NA,4
"E6-94",19,"19-31",47.73136,-80.32791398,"ONEL","E6","Sprayed","2020",62,189,189,NA,86,4.4126923076923,0,NA,3
"E6-95",4,"4-14",40.06813,-76.90717204,"PAGP","E6","Sprayed","2020",102,203,197,226,93,9.02269230769231,0,NA,9
"E6-96",22,"22-24",46.75552,-79.04650404,"QCTM","E6","Sprayed","2020",91,197,177,210,79.5,17.9226923076923,0,NA,8
"E6-97",12,"12-51",44.54749,-76.12868903,"ONLY","E6","Sprayed","2020",117,197,182,210,115,5.42269230769231,0,NA,5
"E6-98",1,"1-7",38.8235,-77.71118397,"VABR","E6","Sprayed","2020",125,203,189,220,118,26.4326923076923,0,NA,7
"E6-99",3,"3-76",40.23327,-77.280415,"PAOL","E6","Sprayed","2020",95,210,182,210,116,88.6326923076923,0,NA,5
"E7-1",8,"8-60",41.97527,-75.19598002,"NYEB","E7","Unsprayed","2020",47,220,220,NA,51,0,NA,NA,NA
"E7-10",12,"12-36",44.54749,-76.12868903,"ONLY","E7","Unsprayed","2020",52,NA,NA,NA,NA,0,1,NA,4
"E7-100",11,"11-66",43.28958,-76.128568,"NYWM","E7","Unsprayed","2020",106,233,202,NA,106,0,1,NA,3
"E7-101",16,"16-5",44.75284,-79.33799797,"ONWA","E7","Unsprayed","2020",71,226,226,NA,42,0,1,NA,8
"E7-102",9,"9-36",42.79109,-76.135327,"NYTY","E7","Unsprayed","2020",89,NA,226,NA,NA,0,1,NA,6
"E7-103",16,"16-59",44.75284,-79.33799797,"ONWA","E7","Unsprayed","2020",72,226,220,NA,73,0,1,NA,4
"E7-104",8,"8-55",41.97527,-75.19598002,"NYEB","E7","Unsprayed","2020",79,233,226,NA,79,0,1,NA,4
"E7-105",10,"10-29",43.69717,-76.19529499,"NYLV","E7","Unsprayed","2020",86,NA,226,NA,NA,0,1,NA,6
"E7-106",2,"2-19",38.7966,-77.29988901,"VAFF","E7","Unsprayed","2020",72,233,226,NA,72,0,1,NA,5
"E7-107",16,"16-38",44.75284,-79.33799797,"ONWA","E7","Unsprayed","2020",66,NA,NA,NA,NA,0,1,NA,3
"E7-108",20,"20-47",48.10384,-80.19977597,"ONKE","E7","Unsprayed","2020",36,NA,NA,NA,NA,0,1,NA,5
"E7-109",11,"11-37",43.28958,-76.128568,"NYWM","E7","Unsprayed","2020",55,NA,NA,NA,NA,0,1,NA,1
"E7-11",5,"5-37",41.42692,-75.63466896,"PASC","E7","Unsprayed","2020",52,226,226,NA,53,0,1,NA,5
"E7-110",20,"20-43",48.10384,-80.19977597,"ONKE","E7","Unsprayed","2020",72,220,220,NA,61,0,1,NA,4
"E7-111",12,"12-3",44.54749,-76.12868903,"ONLY","E7","Unsprayed","2020",72,226,202,NA,48,0,1,NA,4
"E7-112",13,"13-37",44.6076,-76.27898502,"ONCQ","E7","Unsprayed","2020",57,197,188,226,63,0,1,NA,3
"E7-113",11,"11-58",43.28958,-76.128568,"NYWM","E7","Unsprayed","2020",62,226,226,NA,58,0,1,NA,4
"E7-115",22,"22-64",46.75552,-79.04650404,"QCTM","E7","Unsprayed","2020",71,220,220,NA,67,0,1,NA,5
"E7-116",3,"3-75",40.23327,-77.280415,"PAOL","E7","Unsprayed","2020",66,233,197,NA,66,0,1,NA,4
"E7-117",13,"13-78",44.6076,-76.27898502,"ONCQ","E7","Unsprayed","2020",55,220,202,233,50,0,1,NA,3
"E7-118",4,"4-14",40.06813,-76.90717204,"PAGP","E7","Unsprayed","2020",59,NA,NA,NA,NA,0,1,NA,4
"E7-119",15,"15-7",44.2915,-79.04909003,"ONBV","E7","Unsprayed","2020",66,210,202,226,64,0,1,NA,6
"E7-12",14,"14-21",44.29771,-78.300041,"ONPB","E7","Unsprayed","2020",63,NA,233,NA,NA,0,1,NA,2
"E7-121",2,"2-46",38.7966,-77.29988901,"VAFF","E7","Unsprayed","2020",105,NA,226,NA,NA,0,1,NA,5
"E7-122",22,"22-57",46.75552,-79.04650404,"QCTM","E7","Unsprayed","2020",67,210,197,233,66,0,1,NA,2
"E7-123",19,"19-31",47.73136,-80.32791398,"ONEL","E7","Unsprayed","2020",82,226,202,NA,56,0,0.666666666666667,NA,6
"E7-124",19,"19-53",47.73136,-80.32791398,"ONEL","E7","Unsprayed","2020",84,NA,226,NA,NA,0,1,NA,3
"E7-125",12,"12-29",44.54749,-76.12868903,"ONLY","E7","Unsprayed","2020",47,226,226,NA,49,0,1,NA,4
"E7-126",17,"17-30",45.02376,-79.31190301,"ONBB","E7","Unsprayed","2020",58,220,220,226,72,0,1,NA,3
"E7-127",22,"22-73",46.75552,-79.04650404,"QCTM","E7","Unsprayed","2020",45,226,220,NA,50,0,1,NA,4
"E7-128",1,"1-47",38.8235,-77.71118397,"VABR","E7","Unsprayed","2020",100,233,226,NA,100,0,1,NA,2
"E7-129",19,"19-69",47.73136,-80.32791398,"ONEL","E7","Unsprayed","2020",80,233,226,NA,80,0,1,NA,3
"E7-13",20,"20-59",48.10384,-80.19977597,"ONKE","E7","Unsprayed","2020",54,NA,NA,NA,NA,0,1,NA,2
"E7-130",9,"9-49",42.79109,-76.135327,"NYTY","E7","Unsprayed","2020",47,226,226,NA,55,0,1,NA,2
"E7-131",12,"12-51",44.54749,-76.12868903,"ONLY","E7","Unsprayed","2020",61,210,210,NA,50,0,0.666666666666667,NA,6
"E7-132",8,"8-13",41.97527,-75.19598002,"NYEB","E7","Unsprayed","2020",59,233,220,NA,59,0,1,NA,3
"E7-133",17,"17-13",45.02376,-79.31190301,"ONBB","E7","Unsprayed","2020",53,226,226,NA,65,0,1,NA,3
"E7-134",22,"22-45",46.75552,-79.04650404,"QCTM","E7","Unsprayed","2020",66,233,220,NA,66,0,1,NA,2
"E7-135",2,"2-74",38.7966,-77.29988901,"VAFF","E7","Unsprayed","2020",72,NA,NA,NA,NA,0,1,NA,4
"E7-136",18,"18-80",45.76868,-79.39777502,"ONSU","E7","Unsprayed","2020",27,NA,NA,NA,NA,0,1,NA,3
"E7-137",18,"18-61",45.76868,-79.39777502,"ONSU","E7","Unsprayed","2020",51,220,220,NA,51,0,1,NA,3
"E7-138",22,"22-15",46.75552,-79.04650404,"QCTM","E7","Unsprayed","2020",35,226,226,NA,71,0,1,NA,4
"E7-139",10,"10-62",43.69717,-76.19529499,"NYLV","E7","Unsprayed","2020",85,226,202,NA,77,0,0.6,NA,5
"E7-14",16,"16-60",44.75284,-79.33799797,"ONWA","E7","Unsprayed","2020",44,NA,NA,NA,NA,0,1,NA,4
"E7-140",18,"18-69",45.76868,-79.39777502,"ONSU","E7","Unsprayed","2020",27,NA,226,NA,NA,0,1,NA,2
"E7-141",14,"14-16",44.29771,-78.300041,"ONPB","E7","Unsprayed","2020",73,233,233,NA,73,0,1,NA,3
"E7-142",18,"18-50",45.76868,-79.39777502,"ONSU","E7","Unsprayed","2020",60,233,210,NA,60,0,1,NA,5
"E7-144",22,"22-6",46.75552,-79.04650404,"QCTM","E7","Unsprayed","2020",55,226,226,NA,54,0,0.5,NA,2
"E7-145",16,"16-13",44.75284,-79.33799797,"ONWA","E7","Unsprayed","2020",56,220,210,NA,51,0,1,NA,4
"E7-146",11,"11-15",43.28958,-76.128568,"NYWM","E7","Unsprayed","2020",66,NA,NA,NA,NA,0,1,NA,3
"E7-147",8,"8-32",41.97527,-75.19598002,"NYEB","E7","Unsprayed","2020",60,233,226,NA,60,0,1,NA,3
"E7-148",10,"10-54",43.69717,-76.19529499,"NYLV","E7","Unsprayed","2020",69,NA,NA,NA,NA,0,1,NA,3
"E7-149",17,"17-1",45.02376,-79.31190301,"ONBB","E7","Unsprayed","2020",66,226,220,NA,74,0,1,NA,4
"E7-15",22,"22-32",46.75552,-79.04650404,"QCTM","E7","Unsprayed","2020",71,NA,226,NA,NA,0,1,NA,5
"E7-150",18,"18-77",45.76868,-79.39777502,"ONSU","E7","Unsprayed","2020",76,NA,NA,NA,NA,0,1,NA,3
"E7-151",20,"20-5",48.10384,-80.19977597,"ONKE","E7","Unsprayed","2020",66,NA,NA,NA,NA,0,1,NA,2
"E7-152",1,"1-26",38.8235,-77.71118397,"VABR","E7","Unsprayed","2020",56,NA,226,NA,NA,0,1,NA,5
"E7-153",4,"4-64",40.06813,-76.90717204,"PAGP","E7","Unsprayed","2020",88,226,226,NA,92,0,1,NA,5
"E7-154",10,"10-35",43.69717,-76.19529499,"NYLV","E7","Unsprayed","2020",58,210,210,NA,44,0,1,NA,4
"E7-156",13,"13-21",44.6076,-76.27898502,"ONCQ","E7","Unsprayed","2020",89,233,226,NA,89,0,0.8,NA,5
"E7-157",13,"13-27",44.6076,-76.27898502,"ONCQ","E7","Unsprayed","2020",43,NA,NA,NA,NA,0,1,NA,4
"E7-158",17,"17-48",45.02376,-79.31190301,"ONBB","E7","Unsprayed","2020",37,NA,NA,NA,NA,0,0.333333333333333,NA,3
"E7-159",10,"10-30",43.69717,-76.19529499,"NYLV","E7","Unsprayed","2020",95,233,220,NA,95,0,0.6,NA,5
"E7-16",17,"17-21",45.02376,-79.31190301,"ONBB","E7","Unsprayed","2020",23,NA,NA,NA,NA,0,1,NA,7
"E7-160",18,"18-30",45.76868,-79.39777502,"ONSU","E7","Unsprayed","2020",35,226,226,NA,44,0,1,NA,4
"E7-161",1,"1-59",38.8235,-77.71118397,"VABR","E7","Unsprayed","2020",71,233,226,NA,71,0,1,NA,4
"E7-162",22,"22-46",46.75552,-79.04650404,"QCTM","E7","Unsprayed","2020",88,NA,226,NA,NA,0,1,NA,2
"E7-163",1,"1-12",38.8235,-77.71118397,"VABR","E7","Unsprayed","2020",77,NA,233,NA,NA,0,1,NA,6
"E7-164",12,"12-47",44.54749,-76.12868903,"ONLY","E7","Unsprayed","2020",60,233,220,NA,60,0,1,NA,5
"E7-165",19,"19-59",47.73136,-80.32791398,"ONEL","E7","Unsprayed","2020",26,220,220,NA,44,0,1,NA,3
"E7-166",13,"13-60",44.6076,-76.27898502,"ONCQ","E7","Unsprayed","2020",54,NA,220,NA,NA,0,1,NA,2
"E7-167",8,"8-58",41.97527,-75.19598002,"NYEB","E7","Unsprayed","2020",57,226,220,NA,67,0,1,NA,3
"E7-168",19,"19-6",47.73136,-80.32791398,"ONEL","E7","Unsprayed","2020",35,NA,NA,NA,NA,0,1,NA,3
"E7-169",9,"9-47",42.79109,-76.135327,"NYTY","E7","Unsprayed","2020",66,233,233,NA,66,0,0.75,NA,4
"E7-17",16,"16-66",44.75284,-79.33799797,"ONWA","E7","Unsprayed","2020",52,NA,NA,NA,NA,0,1,NA,3
"E7-170",6,"6-62",41.57154,-74.48428896,"NYWU","E7","Unsprayed","2020",62,NA,233,NA,NA,0,1,NA,4
"E7-171",14,"14-70",44.29771,-78.300041,"ONPB","E7","Unsprayed","2020",69,220,220,NA,65,0,1,NA,3
"E7-172",4,"4-47",40.06813,-76.90717204,"PAGP","E7","Unsprayed","2020",62,NA,233,NA,NA,0,1,NA,5
"E7-173",15,"15-60",44.2915,-79.04909003,"ONBV","E7","Unsprayed","2020",83,NA,NA,NA,NA,0,1,NA,3
"E7-174",12,"12-52",44.54749,-76.12868903,"ONLY","E7","Unsprayed","2020",75,226,226,NA,60,0,1,NA,3
"E7-175",17,"17-62",45.02376,-79.31190301,"ONBB","E7","Unsprayed","2020",49,226,226,NA,61,0,1,NA,3
"E7-176",3,"3-31",40.23327,-77.280415,"PAOL","E7","Unsprayed","2020",82,NA,226,NA,NA,0,1,NA,4
"E7-177",3,"3-46",40.23327,-77.280415,"PAOL","E7","Unsprayed","2020",45,NA,NA,NA,NA,0,1,NA,2
"E7-178",10,"10-72",43.69717,-76.19529499,"NYLV","E7","Unsprayed","2020",72,NA,NA,NA,NA,0,1,NA,4
"E7-179",4,"4-46",40.06813,-76.90717204,"PAGP","E7","Unsprayed","2020",94,NA,220,NA,NA,0,1,NA,5
"E7-18",10,"10-76",43.69717,-76.19529499,"NYLV","E7","Unsprayed","2020",66,233,226,NA,66,0,1,NA,4
"E7-180",15,"15-22",44.2915,-79.04909003,"ONBV","E7","Unsprayed","2020",49,NA,NA,NA,NA,0,NA,NA,NA
"E7-181",14,"14-30",44.29771,-78.300041,"ONPB","E7","Unsprayed","2020",108,233,226,NA,108,0,1,NA,2
"E7-182",11,"11-60",43.28958,-76.128568,"NYWM","E7","Unsprayed","2020",46,NA,NA,NA,NA,0,1,NA,1
"E7-184",6,"6-5",41.57154,-74.48428896,"NYWU","E7","Unsprayed","2020",66,NA,226,NA,NA,0,1,NA,3
"E7-185",5,"5-34",41.42692,-75.63466896,"PASC","E7","Unsprayed","2020",100,220,210,233,99,0,1,NA,2
"E7-186",2,"2-21",38.7966,-77.29988901,"VAFF","E7","Unsprayed","2020",71,233,226,NA,71,0,NA,NA,NA
"E7-187",6,"6-36",41.57154,-74.48428896,"NYWU","E7","Unsprayed","2020",72,NA,202,NA,NA,0,1,NA,3
"E7-188",15,"15-72",44.2915,-79.04909003,"ONBV","E7","Unsprayed","2020",52,226,202,NA,63,0,1,NA,2
"E7-189",17,"17-74",45.02376,-79.31190301,"ONBB","E7","Unsprayed","2020",65,NA,NA,NA,NA,0,1,NA,4
"E7-19",4,"4-48",40.06813,-76.90717204,"PAGP","E7","Unsprayed","2020",62,233,226,NA,62,0,1,NA,7
"E7-190",5,"5-14",41.42692,-75.63466896,"PASC","E7","Unsprayed","2020",79,233,233,NA,79,0,1,NA,5
"E7-191",15,"15-29",44.2915,-79.04909003,"ONBV","E7","Unsprayed","2020",78,226,226,NA,76,0,1,NA,7
"E7-192",10,"10-8",43.69717,-76.19529499,"NYLV","E7","Unsprayed","2020",95,233,210,NA,95,0,1,NA,3
"E7-193",3,"3-45",40.23327,-77.280415,"PAOL","E7","Unsprayed","2020",53,NA,220,NA,NA,0,1,NA,5
"E7-194",19,"19-40",47.73136,-80.32791398,"ONEL","E7","Unsprayed","2020",44,NA,NA,NA,NA,0,1,NA,2
"E7-195",3,"3-53",40.23327,-77.280415,"PAOL","E7","Unsprayed","2020",73,NA,226,NA,NA,0,1,NA,2
"E7-196",1,"1-20",38.8235,-77.71118397,"VABR","E7","Unsprayed","2020",77,NA,233,NA,NA,0,1,NA,4
"E7-197",6,"6-21",41.57154,-74.48428896,"NYWU","E7","Unsprayed","2020",81,NA,226,NA,NA,0,1,NA,3
"E7-198",2,"2-31",38.7966,-77.29988901,"VAFF","E7","Unsprayed","2020",85,233,233,NA,85,0,1,NA,3
"E7-199",18,"18-22",45.76868,-79.39777502,"ONSU","E7","Unsprayed","2020",31,NA,NA,NA,NA,0,1,NA,2
"E7-2",16,"16-9",44.75284,-79.33799797,"ONWA","E7","Unsprayed","2020",40,NA,NA,NA,NA,0,1,NA,8
"E7-20",6,"6-41",41.57154,-74.48428896,"NYWU","E7","Unsprayed","2020",59,NA,233,NA,NA,0,1,NA,2
"E7-200",19,"19-38",47.73136,-80.32791398,"ONEL","E7","Unsprayed","2020",45,NA,NA,NA,NA,0,1,NA,3
"E7-201",6,"6-56",41.57154,-74.48428896,"NYWU","E7","Unsprayed","2020",88,NA,NA,NA,NA,0,1,NA,2
"E7-202",1,"1-64",38.8235,-77.71118397,"VABR","E7","Unsprayed","2020",81,233,226,NA,81,0,1,NA,3
"E7-21",16,"16-70",44.75284,-79.33799797,"ONWA","E7","Unsprayed","2020",46,233,233,NA,46,0,1,NA,4
"E7-22",22,"22-11",46.75552,-79.04650404,"QCTM","E7","Unsprayed","2020",63,NA,NA,NA,NA,0,1,NA,3
"E7-23",17,"17-59",45.02376,-79.31190301,"ONBB","E7","Unsprayed","2020",34,NA,NA,NA,NA,0,1,NA,4
"E7-24",13,"13-45",44.6076,-76.27898502,"ONCQ","E7","Unsprayed","2020",46,233,226,NA,46,0,1,NA,3
"E7-25",2,"2-25",38.7966,-77.29988901,"VAFF","E7","Unsprayed","2020",45,233,233,NA,45,0,1,NA,7
"E7-26",8,"8-36",41.97527,-75.19598002,"NYEB","E7","Unsprayed","2020",61,NA,226,NA,NA,0,1,NA,3
"E7-27",11,"11-68",43.28958,-76.128568,"NYWM","E7","Unsprayed","2020",68,NA,226,NA,NA,0,1,NA,4
"E7-28",20,"20-30",48.10384,-80.19977597,"ONKE","E7","Unsprayed","2020",43,NA,NA,NA,NA,0,1,NA,6
"E7-29",18,"18-2",45.76868,-79.39777502,"ONSU","E7","Unsprayed","2020",47,NA,NA,NA,NA,0,1,NA,2
"E7-3",1,"1-25",38.8235,-77.71118397,"VABR","E7","Unsprayed","2020",104,220,210,NA,103,0,1,NA,4
"E7-30",5,"5-50",41.42692,-75.63466896,"PASC","E7","Unsprayed","2020",65,220,210,233,65,0,1,NA,2
"E7-31",14,"14-61",44.29771,-78.300041,"ONPB","E7","Unsprayed","2020",48,NA,NA,NA,NA,0,1,NA,2
"E7-32",22,"22-60",46.75552,-79.04650404,"QCTM","E7","Unsprayed","2020",37,NA,NA,NA,NA,0,1,NA,3
"E7-33",4,"4-65",40.06813,-76.90717204,"PAGP","E7","Unsprayed","2020",53,220,210,233,53,0,1,NA,4
"E7-34",9,"9-27",42.79109,-76.135327,"NYTY","E7","Unsprayed","2020",35,NA,NA,NA,NA,0,1,NA,3
"E7-35",22,"22-24",46.75552,-79.04650404,"QCTM","E7","Unsprayed","2020",45,NA,NA,NA,NA,0,1,NA,3
"E7-36",2,"2-77",38.7966,-77.29988901,"VAFF","E7","Unsprayed","2020",64,233,233,NA,64,0,1,NA,4
"E7-37",16,"16-52",44.75284,-79.33799797,"ONWA","E7","Unsprayed","2020",62,NA,NA,NA,NA,0,1,NA,3
"E7-38",20,"20-73",48.10384,-80.19977597,"ONKE","E7","Unsprayed","2020",40,NA,NA,NA,NA,0,1,NA,2
"E7-39",9,"9-33",42.79109,-76.135327,"NYTY","E7","Unsprayed","2020",44,NA,NA,NA,NA,0,1,NA,2
"E7-4",8,"8-63",41.97527,-75.19598002,"NYEB","E7","Unsprayed","2020",67,NA,NA,NA,NA,0,1,NA,4
"E7-40",3,"3-24",40.23327,-77.280415,"PAOL","E7","Unsprayed","2020",82,NA,226,NA,NA,0,1,NA,5
"E7-41",14,"14-17",44.29771,-78.300041,"ONPB","E7","Unsprayed","2020",51,NA,NA,NA,NA,0,1,NA,2
"E7-42",12,"12-6",44.54749,-76.12868903,"ONLY","E7","Unsprayed","2020",62,NA,NA,NA,NA,0,1,NA,4
"E7-43",14,"14-20",44.29771,-78.300041,"ONPB","E7","Unsprayed","2020",55,NA,210,NA,NA,0,NA,NA,NA
"E7-44",5,"5-33",41.42692,-75.63466896,"PASC","E7","Unsprayed","2020",59,NA,NA,NA,NA,0,1,NA,3
"E7-45",11,"11-9",43.28958,-76.128568,"NYWM","E7","Unsprayed","2020",34,NA,NA,NA,NA,0,1,NA,3
"E7-46",1,"1-2",38.8235,-77.71118397,"VABR","E7","Unsprayed","2020",44,NA,NA,NA,NA,0,NA,NA,NA
"E7-47",19,"19-75",47.73136,-80.32791398,"ONEL","E7","Unsprayed","2020",66,NA,NA,NA,NA,0,1,NA,3
"E7-48",5,"5-28",41.42692,-75.63466896,"PASC","E7","Unsprayed","2020",42,NA,NA,NA,NA,0,1,NA,3
"E7-49",20,"20-7",48.10384,-80.19977597,"ONKE","E7","Unsprayed","2020",21,NA,NA,NA,NA,0,1,NA,2
"E7-5",15,"15-56",44.2915,-79.04909003,"ONBV","E7","Unsprayed","2020",67,233,220,NA,67,0,1,NA,3
"E7-50",15,"15-42",44.2915,-79.04909003,"ONBV","E7","Unsprayed","2020",25,NA,NA,NA,NA,0,1,NA,3
"E7-51",10,"10-37",43.69717,-76.19529499,"NYLV","E7","Unsprayed","2020",85,220,210,233,88,0,1,NA,4
"E7-52",11,"11-26",43.28958,-76.128568,"NYWM","E7","Unsprayed","2020",69,NA,NA,NA,NA,0,1,NA,5
"E7-53",16,"16-48",44.75284,-79.33799797,"ONWA","E7","Unsprayed","2020",49,NA,NA,NA,NA,0,1,NA,2
"E7-54",4,"4-66",40.06813,-76.90717204,"PAGP","E7","Unsprayed","2020",68,NA,NA,NA,NA,0,1,NA,2
"E7-55",18,"18-71",45.76868,-79.39777502,"ONSU","E7","Unsprayed","2020",45,NA,NA,NA,NA,0,1,NA,2
"E7-56",19,"19-70",47.73136,-80.32791398,"ONEL","E7","Unsprayed","2020",31,NA,NA,NA,NA,0,1,NA,3
"E7-57",14,"14-9",44.29771,-78.300041,"ONPB","E7","Unsprayed","2020",69,NA,NA,NA,NA,0,1,NA,4
"E7-58",5,"5-74",41.42692,-75.63466896,"PASC","E7","Unsprayed","2020",58,NA,226,NA,NA,0,1,NA,3
"E7-59",6,"6-65",41.57154,-74.48428896,"NYWU","E7","Unsprayed","2020",85,NA,233,NA,NA,0,1,NA,3
"E7-6",20,"20-23",48.10384,-80.19977597,"ONKE","E7","Unsprayed","2020",32,NA,NA,NA,NA,0,1,NA,3
"E7-60",11,"11-41",43.28958,-76.128568,"NYWM","E7","Unsprayed","2020",43,NA,NA,NA,NA,0,1,NA,6
"E7-61",15,"15-39",44.2915,-79.04909003,"ONBV","E7","Unsprayed","2020",36,NA,NA,NA,NA,0,1,NA,3
"E7-62",4,"4-80",40.06813,-76.90717204,"PAGP","E7","Unsprayed","2020",53,NA,NA,NA,NA,0,1,NA,4
"E7-63",17,"17-76",45.02376,-79.31190301,"ONBB","E7","Unsprayed","2020",64,NA,NA,NA,NA,0,1,NA,4
"E7-64",4,"4-26",40.06813,-76.90717204,"PAGP","E7","Unsprayed","2020",58,NA,NA,NA,NA,0,1,NA,3
"E7-65",12,"12-60",44.54749,-76.12868903,"ONLY","E7","Unsprayed","2020",48,NA,NA,NA,NA,0,1,NA,2
"E7-66",13,"13-53",44.6076,-76.27898502,"ONCQ","E7","Unsprayed","2020",24,NA,NA,NA,NA,0,1,NA,3
"E7-67",8,"8-43",41.97527,-75.19598002,"NYEB","E7","Unsprayed","2020",47,NA,NA,NA,NA,0,1,NA,4
"E7-68",12,"12-22",44.54749,-76.12868903,"ONLY","E7","Unsprayed","2020",35,NA,NA,NA,NA,0,1,NA,6
"E7-69",8,"8-59",41.97527,-75.19598002,"NYEB","E7","Unsprayed","2020",61,NA,NA,NA,NA,0,1,NA,5
"E7-7",17,"17-70",45.02376,-79.31190301,"ONBB","E7","Unsprayed","2020",53,220,210,233,53,0,1,NA,2
"E7-70",12,"12-75",44.54749,-76.12868903,"ONLY","E7","Unsprayed","2020",47,NA,NA,NA,NA,0,1,NA,4
"E7-71",8,"8-12",41.97527,-75.19598002,"NYEB","E7","Unsprayed","2020",64,NA,NA,NA,NA,0,1,NA,2
"E7-72",10,"10-7",43.69717,-76.19529499,"NYLV","E7","Unsprayed","2020",57,NA,NA,NA,NA,0,1,NA,3
"E7-73",12,"12-69",44.54749,-76.12868903,"ONLY","E7","Unsprayed","2020",46,NA,NA,NA,NA,0,1,NA,7
"E7-74",11,"11-30",43.28958,-76.128568,"NYWM","E7","Unsprayed","2020",48,NA,NA,NA,NA,0,1,NA,6
"E7-75",20,"20-50",48.10384,-80.19977597,"ONKE","E7","Unsprayed","2020",28,NA,NA,NA,NA,0,1,NA,2
"E7-76",11,"11-63",43.28958,-76.128568,"NYWM","E7","Unsprayed","2020",57,NA,NA,NA,NA,0,1,NA,7
"E7-77",19,"19-25",47.73136,-80.32791398,"ONEL","E7","Unsprayed","2020",67,233,226,NA,67,0,1,NA,4
"E7-78",14,"14-72",44.29771,-78.300041,"ONPB","E7","Unsprayed","2020",51,NA,NA,NA,NA,0,1,NA,2
"E7-79",3,"3-76",40.23327,-77.280415,"PAOL","E7","Unsprayed","2020",47,NA,NA,NA,NA,0,1,NA,7
"E7-8",1,"1-17",38.8235,-77.71118397,"VABR","E7","Unsprayed","2020",66,233,210,233,66,0,1,NA,6
"E7-80",3,"3-34",40.23327,-77.280415,"PAOL","E7","Unsprayed","2020",87,233,233,NA,87,0,1,NA,5
"E7-81",14,"14-79",44.29771,-78.300041,"ONPB","E7","Unsprayed","2020",89,NA,226,NA,NA,0,NA,NA,NA
"E7-82",1,"1-7",38.8235,-77.71118397,"VABR","E7","Unsprayed","2020",52,NA,233,NA,NA,0,1,NA,4
"E7-83",12,"12-68",44.54749,-76.12868903,"ONLY","E7","Unsprayed","2020",79,233,220,NA,79,0,1,NA,6
"E7-84",20,"20-41",48.10384,-80.19977597,"ONKE","E7","Unsprayed","2020",54,NA,NA,NA,NA,0,1,NA,3
"E7-85",10,"10-2",43.69717,-76.19529499,"NYLV","E7","Unsprayed","2020",35,NA,NA,NA,NA,0,1,NA,8
"E7-86",22,"22-48",46.75552,-79.04650404,"QCTM","E7","Unsprayed","2020",63,NA,233,NA,NA,0,1,NA,8
"E7-87",13,"13-2",44.6076,-76.27898502,"ONCQ","E7","Unsprayed","2020",67,220,197,233,69,0,1,NA,9
"E7-88",2,"2-7",38.7966,-77.29988901,"VAFF","E7","Unsprayed","2020",64,NA,NA,NA,NA,0,1,NA,4
"E7-89",15,"15-23",44.2915,-79.04909003,"ONBV","E7","Unsprayed","2020",67,NA,NA,NA,NA,0,1,NA,4
"E7-9",4,"4-73",40.06813,-76.90717204,"PAGP","E7","Unsprayed","2020",64,NA,NA,NA,NA,0,1,NA,6
"E7-90",13,"13-26",44.6076,-76.27898502,"ONCQ","E7","Unsprayed","2020",72,NA,NA,NA,NA,0,1,NA,3
"E7-91",2,"2-35",38.7966,-77.29988901,"VAFF","E7","Unsprayed","2020",84,NA,226,NA,NA,0,1,NA,10
"E7-92",19,"19-60",47.73136,-80.32791398,"ONEL","E7","Unsprayed","2020",95,NA,226,NA,NA,0,1,NA,4
"E7-93",9,"9-35",42.79109,-76.135327,"NYTY","E7","Unsprayed","2020",60,NA,233,NA,NA,0,1,NA,4
"E7-94",1,"1-71",38.8235,-77.71118397,"VABR","E7","Unsprayed","2020",91,NA,226,NA,NA,0,1,NA,8
"E7-95",6,"6-44",41.57154,-74.48428896,"NYWU","E7","Unsprayed","2020",85,NA,NA,NA,NA,0,1,NA,3
"E7-96",15,"15-14",44.2915,-79.04909003,"ONBV","E7","Unsprayed","2020",74,233,226,NA,74,0,1,NA,4
"E7-97",2,"2-12",38.7966,-77.29988901,"VAFF","E7","Unsprayed","2020",90,233,233,NA,90,0,1,NA,3
"E7-98",18,"18-76",45.76868,-79.39777502,"ONSU","E7","Unsprayed","2020",97,NA,220,NA,NA,0,1,NA,3
"E7-99",6,"6-20",41.57154,-74.48428896,"NYWU","E7","Unsprayed","2020",91,NA,233,NA,NA,0,1,NA,5
"E8-1",20,"20-47",48.10384,-80.19977597,"ONKE","E8","Sprayed","2020",78,197,182,210,79,29.6526923076923,0,NA,3
"E8-10",13,"13-26",44.6076,-76.27898502,"ONCQ","E8","Sprayed","2020",63,197,182,220,66,5.65269230769231,0,NA,2
"E8-100",1,"1-12",38.8235,-77.71118397,"VABR","E8","Sprayed","2020",102,202,197,220,96,54.5926923076923,0,NA,7
"E8-101",18,"18-71",45.76868,-79.39777502,"ONSU","E8","Sprayed","2020",78,197,188,210,81,12.9826923076923,0,NA,5
"E8-102",12,"12-60",44.54749,-76.12868903,"ONLY","E8","Sprayed","2020",93,202,197,220,91,5.36269230769231,0,NA,4
"E8-103",2,"2-46",38.7966,-77.29988901,"VAFF","E8","Sprayed","2020",104,210,197,220,99,65.3026923076923,0,NA,6
"E8-104",4,"4-46",40.06813,-76.90717204,"PAGP","E8","Sprayed","2020",94,197,177,210,105,44.4526923076923,0,NA,4
