"Ind","FVeg","Year","POP","FAM","LAT","LON","POPNAME","BLOCK","Treatment","FT","BT","FertT","FT_GDD10","FT_GDD5","BT_GDD10","BT_GDD5","FertT_GDD10","FertT_GDD5","FlwrVeg","FlwrVeg_GDD10","FlwrVeg_GDD5","Weight","PropDam","OH","StemTotal"
"E6-126",108,"2023",15,"15-7",44.2915,-79.04909003,"ONBV","E6","Sprayed",193,193,208,551.8,974.4,551.8,974.4,720.9,1218.5,101,101,101,1.95864864864865,1,2,6
"E6-127",101,"2023",19,"19-6",47.73136,-80.32791398,"ONEL","E6","Sprayed",208,193,213,720.9,1218.5,551.8,974.4,762.3,1284.9,108,108,108,1.97864864864865,1,3,4
"E6-128",147,"2023",6,"6-55",41.57154,-74.48428896,"NYWU","E6","Sprayed",199,193,208,619.4,1072,551.8,974.4,720.9,1218.5,132,132,132,9.82864864864865,1,2,3
"E6-129",101,"2023",13,"13-78",44.6076,-76.27898502,"ONCQ","E6","Sprayed",208,193,213,720.9,1218.5,551.8,974.4,762.3,1284.9,101,101,101,1.85864864864865,1,1,2
"E6-13",93,"2023",14,"14-61",44.29771,-78.300041,"ONPB","E6","Sprayed",199,187,208,619.4,1072,481.3,873.9,720.9,1218.5,94,94,94,8.43864864864865,1,2,6
"E6-130",138,"2023",2,"2-21",38.7966,-77.29988901,"VAFF","E6","Sprayed",213,193,221,762.3,1284.9,551.8,974.4,846.3,1408.9,140,140,140,4.72864864864865,1,3,2
"E6-131",143,"2023",10,"10-80",43.69717,-76.19529499,"NYLV","E6","Sprayed",193,193,213,551.8,974.4,551.8,974.4,762.3,1284.9,101,101,101,7.73864864864865,1,1,3
"E6-132",150,"2023",2,"2-12",38.7966,-77.29988901,"VAFF","E6","Sprayed",208,193,221,720.9,1218.5,551.8,974.4,846.3,1408.9,159,159,159,9.55864864864865,1,1,8
"E6-133",121,"2023",8,"8-14",41.97527,-75.19598002,"NYEB","E6","Sprayed",208,193,213,720.9,1218.5,551.8,974.4,762.3,1284.9,123,123,123,11.5886486486487,1,2,4
"E6-135",96,"2023",8,"8-55",41.97527,-75.19598002,"NYEB","E6","Sprayed",208,193,221,720.9,1218.5,551.8,974.4,846.3,1408.9,100,100,100,1.79864864864865,1,2,2
"E6-136",125,"2023",1,"1-2",38.8235,-77.71118397,"VABR","E6","Sprayed",226,208,241,891.6,1479.2,720.9,1218.5,1031.5,1694.1,130,130,130,1.34864864864866,1,2,4
"E6-137",77,"2023",19,"19-40",47.73136,-80.32791398,"ONEL","E6","Sprayed",187,179,199,481.3,873.9,381.5,734.1,619.4,1072,72,72,72,4.42864864864865,1,2,1
"E6-138",135,"2023",13,"13-2",44.6076,-76.27898502,"ONCQ","E6","Sprayed",193,193,208,551.8,974.4,551.8,974.4,720.9,1218.5,140,140,140,15.4586486486487,1,1,4
"E6-14",128,"2023",12,"12-47",44.54749,-76.12868903,"ONLY","E6","Sprayed",199,193,208,619.4,1072,551.8,974.4,720.9,1218.5,128,128,128,3.46864864864865,1,1,7
"E6-140",106,"2023",16,"16-59",44.75284,-79.33799797,"ONWA","E6","Sprayed",187,179,208,481.3,873.9,381.5,734.1,720.9,1218.5,91,91,91,9.84864864864866,1,1,5
"E6-141",116,"2023",13,"13-61",44.6076,-76.27898502,"ONCQ","E6","Sprayed",199,193,208,619.4,1072,551.8,974.4,720.9,1218.5,121,121,121,10.4186486486487,1,1,3
"E6-142",101,"2023",12,"12-6",44.54749,-76.12868903,"ONLY","E6","Sprayed",199,193,208,619.4,1072,551.8,974.4,720.9,1218.5,100,100,100,3.69864864864865,1,2,2
"E6-143",118,"2023",6,"6-19",41.57154,-74.48428896,"NYWU","E6","Sprayed",187,179,208,481.3,873.9,381.5,734.1,720.9,1218.5,120,120,120,12.7086486486487,1,1,4
"E6-144",99,"2023",22,"22-46",46.75552,-79.04650404,"QCTM","E6","Sprayed",193,193,208,551.8,974.4,551.8,974.4,720.9,1218.5,96,96,96,9.94864864864865,1,2,6
"E6-145",116,"2023",20,"20-43",48.10384,-80.19977597,"ONKE","E6","Sprayed",208,199,221,720.9,1218.5,619.4,1072,846.3,1408.9,115,115,115,10.7886486486487,1,2,5
"E6-146",81,"2023",19,"19-26",47.73136,-80.32791398,"ONEL","E6","Sprayed",187,187,208,481.3,873.9,481.3,873.9,720.9,1218.5,85,85,85,3.18864864864865,1,2,1
"E6-147",119,"2023",17,"17-21",45.02376,-79.31190301,"ONBB","E6","Sprayed",221,199,233,846.3,1408.9,619.4,1072,963,1585.6,120,120,120,7.40864864864865,1,1,3
"E6-148",108,"2023",8,"8-43",41.97527,-75.19598002,"NYEB","E6","Sprayed",208,193,213,720.9,1218.5,551.8,974.4,762.3,1284.9,110,110,110,13.0086486486487,1,1,1
"E6-149",91,"2023",16,"16-28",44.75284,-79.33799797,"ONWA","E6","Sprayed",199,193,208,619.4,1072,551.8,974.4,720.9,1218.5,96,96,96,5.15864864864865,1,2,4
"E6-15",108,"2023",18,"18-76",45.76868,-79.39777502,"ONSU","E6","Sprayed",199,193,226,619.4,1072,551.8,974.4,891.6,1479.2,87,87,87,3.63864864864865,1,1,8
"E6-150",111,"2023",18,"18-30",45.76868,-79.39777502,"ONSU","E6","Sprayed",193,187,208,551.8,974.4,481.3,873.9,720.9,1218.5,110,110,110,10.7986486486487,1,2,3
"E6-151",107,"2023",12,"12-22",44.54749,-76.12868903,"ONLY","E6","Sprayed",193,187,208,551.8,974.4,481.3,873.9,720.9,1218.5,108,108,108,4.46864864864865,1,2,4
"E6-152",111,"2023",12,"12-68",44.54749,-76.12868903,"ONLY","E6","Sprayed",199,193,208,619.4,1072,551.8,974.4,720.9,1218.5,111,111,111,8.37864864864865,1,3,2
"E6-153",103,"2023",14,"14-16",44.29771,-78.300041,"ONPB","E6","Sprayed",179,179,208,381.5,734.1,381.5,734.1,720.9,1218.5,112,112,112,22.3286486486487,1,1,5
"E6-154",65,"2023",19,"19-53",47.73136,-80.32791398,"ONEL","E6","Sprayed",NA,226,NA,NA,NA,891.6,1479.2,NA,NA,NA,NA,NA,0.0686486486486544,1,1,3
"E6-155",111,"2023",4,"4-46",40.06813,-76.90717204,"PAGP","E6","Sprayed",208,193,213,720.9,1218.5,551.8,974.4,762.3,1284.9,114,114,114,24.4186486486487,1,1,2
"E6-156",144,"2023",17,"17-74",45.02376,-79.31190301,"ONBB","E6","Sprayed",199,193,208,619.4,1072,551.8,974.4,720.9,1218.5,140,140,140,15.5686486486487,1,1,2
"E6-157",141,"2023",20,"20-9",48.10384,-80.19977597,"ONKE","E6","Sprayed",208,199,221,720.9,1218.5,619.4,1072,846.3,1408.9,141,141,141,7.93864864864865,1,1,2
"E6-158",111,"2023",19,"19-69",47.73136,-80.32791398,"ONEL","E6","Sprayed",193,193,208,551.8,974.4,551.8,974.4,720.9,1218.5,116,116,116,6.61864864864865,1,1,1
"E6-159",115,"2023",2,"2-77",38.7966,-77.29988901,"VAFF","E6","Sprayed",221,187,226,846.3,1408.9,481.3,873.9,891.6,1479.2,123,123,123,11.1186486486487,1,2,6
"E6-16",101,"2023",20,"20-41",48.10384,-80.19977597,"ONKE","E6","Sprayed",208,199,221,720.9,1218.5,619.4,1072,846.3,1408.9,161,161,161,26.4086486486487,1,1,3
"E6-160",129,"2023",3,"3-53",40.23327,-77.280415,"PAOL","E6","Sprayed",213,199,213,762.3,1284.9,619.4,1072,762.3,1284.9,121,121,121,9.68864864864865,1,1,1
"E6-161",108,"2023",13,"13-27",44.6076,-76.27898502,"ONCQ","E6","Sprayed",193,187,208,551.8,974.4,481.3,873.9,720.9,1218.5,113,113,113,9.25864864864865,1,1,2
"E6-162",107,"2023",1,"1-20",38.8235,-77.71118397,"VABR","E6","Sprayed",213,199,221,762.3,1284.9,619.4,1072,846.3,1408.9,112,112,112,1.90864864864865,1,3,1
"E6-163",124,"2023",13,"13-60",44.6076,-76.27898502,"ONCQ","E6","Sprayed",199,193,221,619.4,1072,551.8,974.4,846.3,1408.9,110,110,110,6.97864864864865,1,1,1
"E6-164",99,"2023",4,"4-47",40.06813,-76.90717204,"PAGP","E6","Sprayed",199,193,208,619.4,1072,551.8,974.4,720.9,1218.5,100,100,100,4.70864864864865,1,2,1
"E6-165",106,"2023",11,"11-37",43.28958,-76.128568,"NYWM","E6","Sprayed",193,193,208,551.8,974.4,551.8,974.4,720.9,1218.5,106,106,106,7.93864864864865,1,3,2
"E6-166",131,"2023",1,"1-47",38.8235,-77.71118397,"VABR","E6","Sprayed",233,199,241,963,1585.6,619.4,1072,1031.5,1694.1,136,136,136,2.84864864864866,1,2,1
"E6-167",112,"2023",18,"18-77",45.76868,-79.39777502,"ONSU","E6","Sprayed",193,193,208,551.8,974.4,551.8,974.4,720.9,1218.5,111,111,111,4.19864864864865,1,1,2
"E6-168",89,"2023",15,"15-22",44.2915,-79.04909003,"ONBV","E6","Sprayed",213,193,213,762.3,1284.9,551.8,974.4,762.3,1284.9,91,91,91,3.77864864864866,1,2,5
"E6-169",139,"2023",2,"2-46",38.7966,-77.29988901,"VAFF","E6","Sprayed",221,199,226,846.3,1408.9,619.4,1072,891.6,1479.2,134,134,134,1.95864864864865,1,1,3
"E6-17",128,"2023",14,"14-72",44.29771,-78.300041,"ONPB","E6","Sprayed",193,193,199,551.8,974.4,551.8,974.4,619.4,1072,126,126,126,9.99864864864865,1,1,4
"E6-170",91,"2023",9,"9-72",42.79109,-76.135327,"NYTY","E6","Sprayed",193,187,208,551.8,974.4,481.3,873.9,720.9,1218.5,93,93,93,1.24864864864865,1,1,4
"E6-171",158,"2023",1,"1-71",38.8235,-77.71118397,"VABR","E6","Sprayed",213,199,221,762.3,1284.9,619.4,1072,846.3,1408.9,155,155,155,16.9886486486486,1,1,1
"E6-172",154,"2023",10,"10-72",43.69717,-76.19529499,"NYLV","E6","Sprayed",208,193,221,720.9,1218.5,551.8,974.4,846.3,1408.9,151,151,151,20.7386486486486,1,3,2
"E6-173",119,"2023",11,"11-68",43.28958,-76.128568,"NYWM","E6","Sprayed",208,193,213,720.9,1218.5,551.8,974.4,762.3,1284.9,120,120,120,7.51864864864865,1,3,1
"E6-174",139,"2023",1,"1-25",38.8235,-77.71118397,"VABR","E6","Sprayed",233,221,241,963,1585.6,846.3,1408.9,1031.5,1694.1,146,146,146,3.04864864864865,0.5,2,2
"E6-175",153,"2023",20,"20-23",48.10384,-80.19977597,"ONKE","E6","Sprayed",199,193,208,619.4,1072,551.8,974.4,720.9,1218.5,150,150,150,14.9686486486487,1,2,2
"E6-176",122,"2023",22,"22-57",46.75552,-79.04650404,"QCTM","E6","Sprayed",208,193,208,720.9,1218.5,551.8,974.4,720.9,1218.5,119,119,119,3.22864864864865,1,2,2
"E6-177",155,"2023",6,"6-65",41.57154,-74.48428896,"NYWU","E6","Sprayed",233,213,247,963,1585.6,762.3,1284.9,1084.6,1777.2,161,161,161,4.93864864864865,1,2,2
"E6-178",132,"2023",8,"8-59",41.97527,-75.19598002,"NYEB","E6","Sprayed",213,199,221,762.3,1284.9,619.4,1072,846.3,1408.9,128,128,128,5.25864864864865,1,1,2
"E6-179",109,"2023",16,"16-66",44.75284,-79.33799797,"ONWA","E6","Sprayed",213,193,221,762.3,1284.9,551.8,974.4,846.3,1408.9,110,110,110,3.29864864864865,1,1,4
"E6-18",115,"2023",22,"22-32",46.75552,-79.04650404,"QCTM","E6","Sprayed",193,179,199,551.8,974.4,381.5,734.1,619.4,1072,110,110,110,NA,1,1,4
"E6-180",116,"2023",22,"22-48",46.75552,-79.04650404,"QCTM","E6","Sprayed",221,199,221,846.3,1408.9,619.4,1072,846.3,1408.9,119,119,119,4.53864864864865,1,2,3
"E6-181",118,"2023",13,"13-37",44.6076,-76.27898502,"ONCQ","E6","Sprayed",187,187,208,481.3,873.9,481.3,873.9,720.9,1218.5,120,120,120,9.02864864864866,1,2,4
"E6-182",120,"2023",8,"8-58",41.97527,-75.19598002,"NYEB","E6","Sprayed",208,179,208,720.9,1218.5,381.5,734.1,720.9,1218.5,126,126,126,3.10864864864865,1,1,6
"E6-183",104,"2023",17,"17-13",45.02376,-79.31190301,"ONBB","E6","Sprayed",208,193,241,720.9,1218.5,551.8,974.4,1031.5,1694.1,130,130,130,2.97864864864865,1,1,3
"E6-184",91,"2023",3,"3-24",40.23327,-77.280415,"PAOL","E6","Sprayed",199,193,208,619.4,1072,551.8,974.4,720.9,1218.5,96,96,96,0.758648648648652,1,2,2
"E6-185",89,"2023",19,"19-25",47.73136,-80.32791398,"ONEL","E6","Sprayed",187,187,208,481.3,873.9,481.3,873.9,720.9,1218.5,87,87,87,8.85864864864865,1,2,3
"E6-186",133,"2023",4,"4-65",40.06813,-76.90717204,"PAGP","E6","Sprayed",213,193,226,762.3,1284.9,551.8,974.4,891.6,1479.2,127,127,127,2.75864864864865,1,2,2
"E6-187",101,"2023",16,"16-52",44.75284,-79.33799797,"ONWA","E6","Sprayed",208,199,221,720.9,1218.5,619.4,1072,846.3,1408.9,95,95,95,3.12864864864865,1,1,7
"E6-188",130,"2023",20,"20-7",48.10384,-80.19977597,"ONKE","E6","Sprayed",187,187,208,481.3,873.9,481.3,873.9,720.9,1218.5,116,116,116,20.8986486486487,0.666666666666667,1,3
"E6-189",113,"2023",15,"15-72",44.2915,-79.04909003,"ONBV","E6","Sprayed",179,179,213,381.5,734.1,381.5,734.1,762.3,1284.9,120,120,120,3.50864864864865,1,2,4
"E6-19",152,"2023",3,"3-46",40.23327,-77.280415,"PAOL","E6","Sprayed",193,179,208,551.8,974.4,381.5,734.1,720.9,1218.5,130,130,130,14.2986486486487,1,2,4
"E6-190",114,"2023",8,"8-13",41.97527,-75.19598002,"NYEB","E6","Sprayed",199,193,213,619.4,1072,551.8,974.4,762.3,1284.9,109,109,109,12.6786486486487,1,3,4
"E6-191",104,"2023",15,"15-14",44.2915,-79.04909003,"ONBV","E6","Sprayed",199,187,208,619.4,1072,481.3,873.9,720.9,1218.5,108,108,108,3.59864864864866,1,1,2
"E6-192",128,"2023",4,"4-66",40.06813,-76.90717204,"PAGP","E6","Sprayed",208,193,208,720.9,1218.5,551.8,974.4,720.9,1218.5,130,130,130,11.7086486486487,1,2,2
"E6-193",101,"2023",9,"9-33",42.79109,-76.135327,"NYTY","E6","Sprayed",199,187,208,619.4,1072,481.3,873.9,720.9,1218.5,99,99,99,1.52864864864866,1,1,2
"E6-194",108,"2023",6,"6-20",41.57154,-74.48428896,"NYWU","E6","Sprayed",199,187,208,619.4,1072,481.3,873.9,720.9,1218.5,109,109,109,0.228648648648651,NA,NA,NA
"E6-195",100,"2023",10,"10-30",43.69717,-76.19529499,"NYLV","E6","Sprayed",208,193,221,720.9,1218.5,551.8,974.4,846.3,1408.9,100,100,100,2.62864864864865,1,1,5
"E6-196",114,"2023",18,"18-3",45.76868,-79.39777502,"ONSU","E6","Sprayed",187,179,199,481.3,873.9,381.5,734.1,619.4,1072,107,107,107,13.8186486486487,0.8,1,5
"E6-197",139,"2023",20,"20-5",48.10384,-80.19977597,"ONKE","E6","Sprayed",208,193,221,720.9,1218.5,551.8,974.4,846.3,1408.9,135,135,135,6.89864864864865,1,3,3
"E6-198",113,"2023",9,"9-54",42.79109,-76.135327,"NYTY","E6","Sprayed",208,193,221,720.9,1218.5,551.8,974.4,846.3,1408.9,104,104,104,6.33864864864865,1,1,3
"E6-199",91,"2023",13,"13-33",44.6076,-76.27898502,"ONCQ","E6","Sprayed",193,193,208,551.8,974.4,551.8,974.4,720.9,1218.5,81,81,81,4.16864864864866,1,2,2
"E6-2",80,"2023",2,"2-74",38.7966,-77.29988901,"VAFF","E6","Sprayed",208,193,208,720.9,1218.5,551.8,974.4,720.9,1218.5,81,81,81,2.54864864864865,NA,NA,NA
"E6-20",102,"2023",13,"13-26",44.6076,-76.27898502,"ONCQ","E6","Sprayed",193,193,208,551.8,974.4,551.8,974.4,720.9,1218.5,98,98,98,NA,1,1,6
"E6-200",140,"2023",6,"6-21",41.57154,-74.48428896,"NYWU","E6","Sprayed",208,193,221,720.9,1218.5,551.8,974.4,846.3,1408.9,148,148,148,19.6886486486487,1,3,3
"E6-21",139,"2023",12,"12-52",44.54749,-76.12868903,"ONLY","E6","Sprayed",193,193,208,551.8,974.4,551.8,974.4,720.9,1218.5,135,135,135,9.12864864864865,0.888888888888889,1,9
"E6-22",138,"2023",15,"15-74",44.2915,-79.04909003,"ONBV","E6","Sprayed",213,199,221,762.3,1284.9,619.4,1072,846.3,1408.9,113,113,113,5.16864864864866,1,1,6
"E6-23",118,"2023",22,"22-15",46.75552,-79.04650404,"QCTM","E6","Sprayed",208,199,213,720.9,1218.5,619.4,1072,762.3,1284.9,113,113,113,7.83864864864865,1,1,1
"E6-24",103,"2023",20,"20-23",48.10384,-80.19977597,"ONKE","E6","Sprayed",199,193,221,619.4,1072,551.8,974.4,846.3,1408.9,108,108,108,3.18864864864865,1,2,3
"E6-25",136,"2023",5,"5-37",41.42692,-75.63466896,"PASC","E6","Sprayed",208,193,221,720.9,1218.5,551.8,974.4,846.3,1408.9,136,136,136,10.7686486486487,1,2,5
"E6-26",101,"2023",18,"18-69",45.76868,-79.39777502,"ONSU","E6","Sprayed",213,208,213,762.3,1284.9,720.9,1218.5,762.3,1284.9,108,108,108,0.958648648648655,1,1,7
"E6-27",110,"2023",17,"17-48",45.02376,-79.31190301,"ONBB","E6","Sprayed",193,193,208,551.8,974.4,551.8,974.4,720.9,1218.5,108,108,108,9.61864864864865,1,1,5
"E6-28",118,"2023",4,"4-64",40.06813,-76.90717204,"PAGP","E6","Sprayed",193,187,199,551.8,974.4,481.3,873.9,619.4,1072,116,116,116,11.6086486486487,0,0,6
"E6-29",126,"2023",12,"12-3",44.54749,-76.12868903,"ONLY","E6","Sprayed",213,199,221,762.3,1284.9,619.4,1072,846.3,1408.9,139,139,139,4.08864864864865,1,1,8
"E6-3",89,"2023",19,"19-38",47.73136,-80.32791398,"ONEL","E6","Sprayed",208,193,221,720.9,1218.5,551.8,974.4,846.3,1408.9,118,118,118,3.51864864864865,0.666666666666667,1,9
"E6-30",132,"2023",2,"2-7",38.7966,-77.29988901,"VAFF","E6","Sprayed",208,199,221,720.9,1218.5,619.4,1072,846.3,1408.9,140,140,140,9.08864864864865,1,1,6
"E6-31",113,"2023",13,"13-47",44.6076,-76.27898502,"ONCQ","E6","Sprayed",213,199,221,762.3,1284.9,619.4,1072,846.3,1408.9,112,112,112,9.77864864864866,1,1,5
"E6-32",130,"2023",17,"17-59",45.02376,-79.31190301,"ONBB","E6","Sprayed",208,193,213,720.9,1218.5,551.8,974.4,762.3,1284.9,128,128,128,9.75864864864865,1,1,3
"E6-33",110,"2023",16,"16-9",44.75284,-79.33799797,"ONWA","E6","Sprayed",199,187,208,619.4,1072,481.3,873.9,720.9,1218.5,101,101,101,8.15864864864865,1,2,4
"E6-34",126,"2023",1,"1-17",38.8235,-77.71118397,"VABR","E6","Sprayed",221,199,226,846.3,1408.9,619.4,1072,891.6,1479.2,131,131,131,5.58864864864865,1,2,6
"E6-35",124,"2023",10,"10-7",43.69717,-76.19529499,"NYLV","E6","Sprayed",208,193,213,720.9,1218.5,551.8,974.4,762.3,1284.9,122,122,122,11.5286486486487,1,2,7
"E6-36",173,"2023",11,"11-60",43.28958,-76.128568,"NYWM","E6","Sprayed",213,199,221,762.3,1284.9,619.4,1072,846.3,1408.9,172,172,172,17.9586486486487,1,1,3
"E6-37",101,"2023",22,"22-73",46.75552,-79.04650404,"QCTM","E6","Sprayed",199,193,213,619.4,1072,551.8,974.4,762.3,1284.9,103,103,103,3.47864864864865,1,1,3
"E6-38",106,"2023",10,"10-29",43.69717,-76.19529499,"NYLV","E6","Sprayed",221,199,233,846.3,1408.9,619.4,1072,963,1585.6,117,117,117,4.82864864864865,1,3,2
"E6-39",119,"2023",11,"11-15",43.28958,-76.128568,"NYWM","E6","Sprayed",208,199,221,720.9,1218.5,619.4,1072,846.3,1408.9,119,119,119,10.2686486486487,1,2,5
"E6-4",84,"2023",10,"10-62",43.69717,-76.19529499,"NYLV","E6","Sprayed",208,193,221,720.9,1218.5,551.8,974.4,846.3,1408.9,85,85,85,0.248648648648654,NA,NA,NA
"E6-40",85,"2023",20,"20-47",48.10384,-80.19977597,"ONKE","E6","Sprayed",213,213,213,762.3,1284.9,762.3,1284.9,762.3,1284.9,86,86,86,2.59864864864866,1,1,6
"E6-41",110,"2023",1,"1-26",38.8235,-77.71118397,"VABR","E6","Sprayed",187,179,199,481.3,873.9,381.5,734.1,619.4,1072,96,96,96,5.90864864864865,1,1,4
"E6-42",129,"2023",2,"2-35",38.7966,-77.29988901,"VAFF","E6","Sprayed",221,199,226,846.3,1408.9,619.4,1072,891.6,1479.2,128,128,128,4.44864864864865,1,2,6
"E6-43",123,"2023",6,"6-56",41.57154,-74.48428896,"NYWU","E6","Sprayed",221,208,233,846.3,1408.9,720.9,1218.5,963,1585.6,132,132,132,6.82864864864865,1,3,3
"E6-44",110,"2023",14,"14-79",44.29771,-78.300041,"ONPB","E6","Sprayed",208,199,213,720.9,1218.5,619.4,1072,762.3,1284.9,109,109,109,1.05864864864865,1,2,5
"E6-45",123,"2023",5,"5-50",41.42692,-75.63466896,"PASC","E6","Sprayed",208,193,213,720.9,1218.5,551.8,974.4,762.3,1284.9,123,123,123,6.07864864864865,1,1,3
"E6-46",143,"2023",16,"16-38",44.75284,-79.33799797,"ONWA","E6","Sprayed",208,193,221,720.9,1218.5,551.8,974.4,846.3,1408.9,130,130,130,18.3186486486487,1,3,4
"E6-47",127,"2023",13,"13-45",44.6076,-76.27898502,"ONCQ","E6","Sprayed",208,193,213,720.9,1218.5,551.8,974.4,762.3,1284.9,122,122,122,5.97864864864865,1,1,1
"E6-48",102,"2023",14,"14-9",44.29771,-78.300041,"ONPB","E6","Sprayed",193,193,208,551.8,974.4,551.8,974.4,720.9,1218.5,97,97,97,5.30864864864865,1,2,2
"E6-49",99,"2023",11,"11-63",43.28958,-76.128568,"NYWM","E6","Sprayed",208,193,221,720.9,1218.5,551.8,974.4,846.3,1408.9,103,103,103,2.85864864864865,1,1,2
"E6-5",116,"2023",2,"2-31",38.7966,-77.29988901,"VAFF","E6","Sprayed",213,199,226,762.3,1284.9,619.4,1072,891.6,1479.2,115,115,115,7.10864864864865,0.6,1,5
"E6-50",135,"2023",4,"4-48",40.06813,-76.90717204,"PAGP","E6","Sprayed",213,199,221,762.3,1284.9,619.4,1072,846.3,1408.9,133,133,133,15.7786486486487,1,1,2
"E6-51",128,"2023",11,"11-30",43.28958,-76.128568,"NYWM","E6","Sprayed",199,193,208,619.4,1072,551.8,974.4,720.9,1218.5,129,129,129,14.4286486486487,1,2,6
"E6-52",104,"2023",8,"8-32",41.97527,-75.19598002,"NYEB","E6","Sprayed",213,193,221,762.3,1284.9,551.8,974.4,846.3,1408.9,113,113,113,3.19864864864865,1,1,5
"E6-53",109,"2023",12,"12-36",44.54749,-76.12868903,"ONLY","E6","Sprayed",208,193,213,720.9,1218.5,551.8,974.4,762.3,1284.9,109,109,109,6.45864864864865,1,2,6
"E6-54",120,"2023",20,"20-37",48.10384,-80.19977597,"ONKE","E6","Sprayed",221,208,221,846.3,1408.9,720.9,1218.5,846.3,1408.9,121,121,121,5.10864864864865,1,1,7
"E6-55",120,"2023",20,"20-59",48.10384,-80.19977597,"ONKE","E6","Sprayed",221,213,221,846.3,1408.9,762.3,1284.9,846.3,1408.9,117,117,117,0.708648648648655,NA,NA,NA
"E6-56",113,"2023",11,"11-58",43.28958,-76.128568,"NYWM","E6","Sprayed",199,193,208,619.4,1072,551.8,974.4,720.9,1218.5,112,112,112,9.11864864864865,1,1,6
"E6-57",121,"2023",17,"17-30",45.02376,-79.31190301,"ONBB","E6","Sprayed",193,179,199,551.8,974.4,381.5,734.1,619.4,1072,126,126,126,6.67864864864865,1,1,5
"E6-58",150,"2023",11,"11-46",43.28958,-76.128568,"NYWM","E6","Sprayed",208,199,221,720.9,1218.5,619.4,1072,846.3,1408.9,150,150,150,9.79864864864865,1,1,3
"E6-59",139,"2023",1,"1-12",38.8235,-77.71118397,"VABR","E6","Sprayed",208,193,221,720.9,1218.5,551.8,974.4,846.3,1408.9,138,138,138,15.1286486486486,1,2,4
"E6-6",99,"2023",15,"15-23",44.2915,-79.04909003,"ONBV","E6","Sprayed",187,179,208,481.3,873.9,381.5,734.1,720.9,1218.5,101,101,101,11.8786486486486,0.857142857142857,1,7
"E6-60",140,"2023",11,"11-41",43.28958,-76.128568,"NYWM","E6","Sprayed",208,193,221,720.9,1218.5,551.8,974.4,846.3,1408.9,146,146,146,15.6286486486486,1,2,6
"E6-61",100,"2023",14,"14-70",44.29771,-78.300041,"ONPB","E6","Sprayed",193,193,208,551.8,974.4,551.8,974.4,720.9,1218.5,162,162,162,9.53864864864865,1,2,9
"E6-62",142,"2023",22,"22-45",46.75552,-79.04650404,"QCTM","E6","Sprayed",208,193,221,720.9,1218.5,551.8,974.4,846.3,1408.9,141,141,141,4.98864864864865,1,1,11
"E6-63",127,"2023",1,"1-59",38.8235,-77.71118397,"VABR","E6","Sprayed",208,193,213,720.9,1218.5,551.8,974.4,762.3,1284.9,128,128,128,7.56864864864865,1,2,3
"E6-64",106,"2023",3,"3-34",40.23327,-77.280415,"PAOL","E6","Sprayed",226,221,NA,891.6,1479.2,846.3,1408.9,NA,NA,106,106,106,0.478648648648651,NA,NA,NA
"E6-65",121,"2023",2,"2-25",38.7966,-77.29988901,"VAFF","E6","Sprayed",208,193,221,720.9,1218.5,551.8,974.4,846.3,1408.9,132,132,132,7.95864864864865,1,2,7
"E6-66",130,"2023",17,"17-76",45.02376,-79.31190301,"ONBB","E6","Sprayed",208,193,221,720.9,1218.5,551.8,974.4,846.3,1408.9,128,128,128,9.37864864864865,1,2,6
"E6-67",131,"2023",11,"11-26",43.28958,-76.128568,"NYWM","E6","Sprayed",187,179,221,481.3,873.9,381.5,734.1,846.3,1408.9,106,106,106,8.57864864864865,1,3,1
"E6-68",90,"2023",16,"16-13",44.75284,-79.33799797,"ONWA","E6","Sprayed",193,193,208,551.8,974.4,551.8,974.4,720.9,1218.5,97,97,97,15.6886486486487,1,2,6
"E6-69",137,"2023",20,"20-50",48.10384,-80.19977597,"ONKE","E6","Sprayed",199,187,208,619.4,1072,481.3,873.9,720.9,1218.5,137,137,137,4.89864864864865,1,3,2
"E6-7",90,"2023",9,"9-49",42.79109,-76.135327,"NYTY","E6","Sprayed",199,193,221,619.4,1072,551.8,974.4,846.3,1408.9,91,91,91,5.55864864864865,1,1,7
"E6-70",99,"2023",15,"15-39",44.2915,-79.04909003,"ONBV","E6","Sprayed",187,187,208,481.3,873.9,481.3,873.9,720.9,1218.5,94,94,94,2.78864864864865,1,2,7
"E6-71",109,"2023",12,"12-29",44.54749,-76.12868903,"ONLY","E6","Sprayed",193,193,208,551.8,974.4,551.8,974.4,720.9,1218.5,113,113,113,11.7586486486487,1,1,5
"E6-72",108,"2023",9,"9-35",42.79109,-76.135327,"NYTY","E6","Sprayed",208,193,221,720.9,1218.5,551.8,974.4,846.3,1408.9,103,103,103,1.88864864864865,1,2,3
"E6-73",124,"2023",10,"10-37",43.69717,-76.19529499,"NYLV","E6","Sprayed",199,193,208,619.4,1072,551.8,974.4,720.9,1218.5,122,122,122,10.5386486486487,1,2,1
"E6-74",86,"2023",1,"1-64",38.8235,-77.71118397,"VABR","E6","Sprayed",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.398648648648653,NA,NA,NA
"E6-75",118,"2023",6,"6-36",41.57154,-74.48428896,"NYWU","E6","Sprayed",199,193,208,619.4,1072,551.8,974.4,720.9,1218.5,118,118,118,8.43864864864865,1,2,3
