"ind","FFDAYS","FLOWER"
"E8-25",178,TRUE
"E8-26",186,TRUE
"E8-27",220,TRUE
"E8-28",212,TRUE
"E8-29",186,TRUE
"E8-3",186,TRUE
"E8-30",212,TRUE
"E8-31",192,TRUE
"E8-32",186,TRUE
"E8-33",212,TRUE
"E8-34",186,TRUE
"E8-35",212,TRUE
"E8-36",186,TRUE
"E8-37",198,TRUE
"E8-38",212,TRUE
"E8-39",186,TRUE
"E8-4",186,TRUE
"E8-40",178,TRUE
"E8-41",192,TRUE
"E8-42",186,TRUE
"E8-43",178,TRUE
"E8-44",192,TRUE
"E8-45",192,TRUE
"E8-46",192,TRUE
"E8-47",186,TRUE
"E8-48",186,TRUE
"E8-49",198,TRUE
"E8-5",186,TRUE
"E8-50",186,TRUE
"E8-51",178,TRUE
"E8-52",186,TRUE
"E8-53",198,TRUE
"E8-54",186,TRUE
"E8-55",NA,FALSE
"E8-56",192,TRUE
"E8-57",186,TRUE
"E8-58",212,TRUE
"E8-59",186,TRUE
"E8-6",178,TRUE
"E8-60",192,TRUE
"E8-61",178,TRUE
"E8-62",192,TRUE
"E8-63",198,TRUE
"E8-64",186,TRUE
"E8-65",186,TRUE
"E8-66",192,TRUE
"E8-67",186,TRUE
"E8-68",192,TRUE
"E8-69",186,TRUE
"E8-7",186,TRUE
"E8-70",186,TRUE
"E8-71",186,TRUE
"E8-72",186,TRUE
"E8-73",192,TRUE
"E8-74",198,TRUE
"E8-75",192,TRUE
"E8-76",192,TRUE
"E8-77",178,TRUE
"E8-78",NA,FALSE
"E8-79",178,TRUE
"E8-8",186,TRUE
"E8-80",186,TRUE
"E8-81",178,TRUE
"E8-82",186,TRUE
"E8-83",192,TRUE
"E8-84",220,TRUE
"E8-85",198,TRUE
"E8-86",178,TRUE
"E8-87",186,TRUE
"E8-88",186,TRUE
"E8-89",186,TRUE
"E8-9",192,TRUE
"E8-90",178,TRUE
"E8-91",NA,FALSE
"E8-92",186,TRUE
"E8-93",178,TRUE
"E8-94",186,TRUE
"E8-95",186,TRUE
"E8-96",198,TRUE
"E8-97",192,TRUE
"E8-98",192,TRUE
"E8-99",186,TRUE
"E9-1",185,TRUE
"E9-10",226,TRUE
"E9-100",NA,FALSE
"E9-101",192,TRUE
"E9-102",211,TRUE
"E9-103",200,TRUE
"E9-104",200,TRUE
"E9-105",200,TRUE
"E9-106",211,TRUE
"E9-107",185,TRUE
"E9-108",220,TRUE
"E9-109",220,TRUE
"E9-11",192,TRUE
"E9-110",200,TRUE
"E9-111",200,TRUE
"E9-112",200,TRUE
"E9-113",200,TRUE
"E9-114",185,TRUE
"E9-115",200,TRUE
"E9-116",185,TRUE
"E9-117",192,TRUE
"E9-118",211,TRUE
"E9-119",192,TRUE
"E9-12",192,TRUE
"E9-120",200,TRUE
"E9-121",192,TRUE
"E9-122",192,TRUE
"E9-123",200,TRUE
"E9-124",185,TRUE
"E9-125",226,TRUE
"E9-126",NA,FALSE
"E9-127",211,TRUE
"E9-128",192,TRUE
"E9-129",233,TRUE
"E9-13",226,TRUE
"E9-130",211,TRUE
"E9-131",200,TRUE
"E9-132",200,TRUE
"E9-133",211,TRUE
"E9-134",192,TRUE
"E9-135",192,TRUE
"E9-136",211,TRUE
"E9-137",200,TRUE
"E9-138",220,TRUE
"E9-139",185,TRUE
"E9-14",220,TRUE
"E9-140",185,TRUE
"E9-141",179,TRUE
"E9-142",185,TRUE
"E9-143",211,TRUE
"E9-144",220,TRUE
"E9-145",192,TRUE
"E9-146",192,TRUE
"E9-147",172,TRUE
"E9-148",185,TRUE
"E9-149",233,TRUE
"E9-15",179,TRUE
"E9-150",192,TRUE
"E9-151",211,TRUE
"E9-152",192,TRUE
"E9-153",211,TRUE
"E9-154",211,TRUE
"E9-155",200,TRUE
"E9-156",192,TRUE
"E9-157",200,TRUE
"E9-158",200,TRUE
"E9-159",200,TRUE
"E9-16",200,TRUE
"E9-160",192,TRUE
"E9-161",211,TRUE
"E9-162",200,TRUE
"E9-163",185,TRUE
"E9-164",220,TRUE
"E9-165",211,TRUE
"E9-166",NA,FALSE
"E9-167",200,TRUE
"E9-168",185,TRUE
"E9-169",200,TRUE
"E9-17",220,TRUE
"E9-170",NA,FALSE
"E9-171",NA,FALSE
"E9-172",220,TRUE
"E9-173",220,TRUE
"E9-174",211,TRUE
"E9-175",220,TRUE
"E9-176",NA,FALSE
"E9-177",211,TRUE
"E9-178",211,TRUE
"E9-179",200,TRUE
"E9-18",192,TRUE
"E9-180",192,TRUE
"E9-181",211,TRUE
"E9-182",NA,FALSE
"E9-183",185,TRUE
"E9-184",211,TRUE
"E9-185",211,TRUE
"E9-186",200,TRUE
"E9-187",200,TRUE
"E9-188",211,TRUE
"E9-189",200,TRUE
"E9-19",200,TRUE
"E9-190",200,TRUE
"E9-191",192,TRUE
"E9-192",192,TRUE
"E9-193",233,TRUE
"E9-194",200,TRUE
"E9-195",200,TRUE
"E9-196",211,TRUE
"E9-197",NA,FALSE
"E9-198",200,TRUE
"E9-199",192,TRUE
"E9-2",185,TRUE
"E9-20",211,TRUE
"E9-200",211,TRUE
"E9-201",211,TRUE
"E9-202",226,TRUE
"E9-21",NA,FALSE
"E9-22",192,TRUE
"E9-23",172,TRUE
"E9-24",200,TRUE
"E9-25",200,TRUE
"E9-26",211,TRUE
"E9-27",211,TRUE
"E9-28",200,TRUE
"E9-29",185,TRUE
"E9-3",185,TRUE
"E9-30",185,TRUE
"E9-31",200,TRUE
"E9-32",185,TRUE
"E9-33",200,TRUE
"E9-34",192,TRUE
"E9-35",200,TRUE
"E9-36",185,TRUE
"E9-37",211,TRUE
"E9-38",185,TRUE
"E9-39",192,TRUE
"E9-4",200,TRUE
"E9-40",185,TRUE
"E9-41",185,TRUE
"E9-42",192,TRUE
"E9-43",185,TRUE
"E9-44",192,TRUE
"E9-45",233,TRUE
"E9-46",211,TRUE
"E9-47",200,TRUE
"E9-48",185,TRUE
"E9-49",192,TRUE
"E9-5",185,TRUE
"E9-50",179,TRUE
"E9-51",NA,FALSE
"E9-52",192,TRUE
"E9-53",NA,FALSE
"E9-54",220,TRUE
"E9-55",NA,FALSE
"E9-56",200,TRUE
"E9-57",185,TRUE
"E9-58",220,TRUE
"E9-59",192,TRUE
"E9-6",220,TRUE
"E9-60",179,TRUE
"E9-61",NA,FALSE
"E9-62",200,TRUE
"E9-63",192,TRUE
"E9-64",185,TRUE
"E9-65",179,TRUE
"E9-66",NA,FALSE
"E9-67",200,TRUE
"E9-68",192,TRUE
"E9-69",200,TRUE
"E9-7",NA,FALSE
"E9-70",185,TRUE
"E9-71",179,TRUE
"E9-72",200,TRUE
"E9-73",200,TRUE
"E9-74",179,TRUE
"E9-75",185,TRUE
"E9-76",192,TRUE
"E9-77",192,TRUE
"E9-78",185,TRUE
"E9-79",192,TRUE
"E9-8",185,TRUE
"E9-80",211,TRUE
"E9-81",179,TRUE
"E9-82",200,TRUE
"E9-83",200,TRUE
"E9-84",185,TRUE
"E9-85",179,TRUE
"E9-86",200,TRUE
"E9-87",192,TRUE
"E9-88",192,TRUE
"E9-89",211,TRUE
"E9-9",200,TRUE
"E9-90",185,TRUE
"E9-91",NA,FALSE
"E9-92",211,TRUE
"E9-93",192,TRUE
"E9-94",200,TRUE
"E9-95",220,TRUE
"E9-96",211,TRUE
"E9-97",200,TRUE
"E9-98",211,TRUE
"E9-99",200,TRUE
