"ind","block","individual","date","surveyor","stem_length","bud_length","flower_length","fruit_length","note","stem_switch","cdate","round"
"E2-88","E2",88,2018-06-20,"N/A",42.5,NA,NA,NA,"","","2018-06-20","1"
"E2-89","E2",89,2018-06-20,"N/A",38.5,NA,NA,NA,"","","2018-06-20","1"
"E2-90","E2",90,2018-06-20,"N/A",79.5,NA,NA,NA,"","","2018-06-20","1"
"E2-91","E2",91,2018-06-20,"N/A",96,NA,NA,NA,"","","2018-06-20","1"
"E2-92","E2",92,2018-06-20,"N/A",72.5,NA,NA,NA,"","","2018-06-20","1"
"E2-93","E2",93,2018-06-20,"N/A",50.5,NA,NA,NA,"","","2018-06-20","1"
"E2-94","E2",94,2018-06-20,"N/A",56.5,NA,NA,NA,"","","2018-06-20","1"
"E2-95","E2",95,2018-06-20,"N/A",63,NA,NA,NA,"","","2018-06-20","1"
"E2-96","E2",96,2018-06-20,"N/A",21,NA,NA,NA,"","","2018-06-20","1"
"E2-97","E2",97,2018-06-20,"N/A",84,NA,NA,NA,"","","2018-06-20","1"
"E2-98","E2",98,2018-06-20,"N/A",87.5,NA,NA,NA,"","","2018-06-20","1"
"E2-99","E2",99,2018-06-20,"N/A",69,NA,NA,NA,"","","2018-06-20","1"
"E2-100","E2",100,2018-06-20,"N/A",105.5,NA,NA,NA,"","","2018-06-20","1"
"E2-101","E2",101,2018-06-20,"N/A",NA,NA,NA,NA,"","","2018-06-20","1"
"E2-102","E2",102,2018-06-20,"N/A",NA,NA,NA,NA,"","","2018-06-20","1"
"E2-103","E2",103,2018-06-20,"N/A",90,NA,NA,NA,"","","2018-06-20","1"
"E2-104","E2",104,2018-06-20,"N/A",NA,NA,NA,NA,"","","2018-06-20","1"
"E2-105","E2",105,2018-06-20,"N/A",NA,NA,NA,NA,"","","2018-06-20","1"
"E2-106","E2",106,2018-06-20,"N/A",NA,NA,NA,NA,"","","2018-06-20","1"
"E2-107","E2",107,2018-06-20,"N/A",NA,NA,NA,NA,"","","2018-06-20","1"
"E2-108","E2",108,2018-06-20,"N/A",68.5,NA,NA,NA,"","","2018-06-20","1"
"E2-109","E2",109,2018-06-20,"N/A",87.5,NA,NA,NA,"","","2018-06-20","1"
"E2-110","E2",110,2018-06-20,"N/A",NA,NA,NA,NA,"","","2018-06-20","1"
"E2-111","E2",111,2018-06-20,"N/A",78.5,NA,NA,NA,"","","2018-06-20","1"
"E2-112","E2",112,2018-06-20,"N/A",42,NA,NA,NA,"","","2018-06-20","1"
"E2-113","E2",113,2018-06-20,"N/A",81,NA,NA,NA,"","","2018-06-20","1"
"E2-114","E2",114,2018-06-20,"N/A",59,NA,NA,NA,"","","2018-06-20","1"
"E2-115","E2",115,2018-06-20,"N/A",30,NA,NA,NA,"","","2018-06-20","1"
"E2-116","E2",116,2018-06-20,"N/A",81,NA,NA,NA,"","","2018-06-20","1"
"E2-117","E2",117,2018-06-20,"N/A",62.5,63.5,NA,NA,"","","2018-06-20","1"
"E2-118","E2",118,2018-06-20,"N/A",62,NA,NA,NA,"","","2018-06-20","1"
"E2-119","E2",119,2018-06-20,"N/A",23.5,NA,NA,NA,"","","2018-06-20","1"
"E2-120","E2",120,2018-06-20,"N/A",48.5,NA,NA,NA,"","","2018-06-20","1"
"E2-121","E2",121,2018-06-20,"N/A",95,99,NA,NA,"","","2018-06-20","1"
"E2-122","E2",122,2018-06-20,"N/A",57,NA,NA,NA,"","","2018-06-20","1"
"E2-123","E2",123,2018-06-20,"N/A",78.5,NA,NA,NA,"","","2018-06-20","1"
"E2-124","E2",124,2018-06-20,"N/A",77.5,78.5,NA,NA,"","","2018-06-20","1"
"E2-125","E2",125,2018-06-20,"N/A",82,NA,NA,NA,"","","2018-06-20","1"
"E2-126","E2",126,2018-06-20,"N/A",61,NA,NA,NA,"","","2018-06-20","1"
"E2-127","E2",127,2018-06-20,"N/A",72,NA,NA,NA,"","","2018-06-20","1"
"E2-128","E2",128,2018-06-20,"N/A",97.5,NA,NA,NA,"","","2018-06-20","1"
"E2-129","E2",129,2018-06-20,"N/A",49,NA,NA,NA,"","","2018-06-20","1"
"E2-130","E2",130,2018-06-20,"N/A",69,NA,NA,NA,"","","2018-06-20","1"
"E2-131","E2",131,2018-06-20,"N/A",87,NA,NA,NA,"","","2018-06-20","1"
"E2-132","E2",132,2018-06-20,"N/A",66,NA,NA,NA,"","","2018-06-20","1"
"E2-133","E2",133,2018-06-20,"N/A",34,NA,NA,NA,"","","2018-06-20","1"
"E2-134","E2",134,2018-06-20,"N/A",61.5,NA,NA,NA,"","","2018-06-20","1"
"E2-135","E2",135,2018-06-20,"N/A",98,NA,NA,NA,"","","2018-06-20","1"
"E2-136","E2",136,2018-06-20,"N/A",68,NA,NA,NA,"","","2018-06-20","1"
"E2-137","E2",137,2018-06-20,"N/A",54.5,NA,NA,NA,"","","2018-06-20","1"
"E2-138","E2",138,2018-06-20,"N/A",66,NA,NA,NA,"","","2018-06-20","1"
"E2-139","E2",139,2018-06-20,"N/A",71.5,NA,NA,NA,"","","2018-06-20","1"
"E2-140","E2",140,2018-06-20,"N/A",76,81,NA,NA,"","","2018-06-20","1"
"E2-141","E2",141,2018-06-20,"N/A",35.5,NA,NA,NA,"","","2018-06-20","1"
"E2-142","E2",142,2018-06-20,"N/A",96,NA,NA,NA,"","","2018-06-20","1"
"E2-143","E2",143,2018-06-20,"N/A",113,NA,NA,NA,"","","2018-06-20","1"
"E2-144","E2",144,2018-06-20,"N/A",65,NA,NA,NA,"","","2018-06-20","1"
"E2-145","E2",145,2018-06-20,"N/A",88.5,90.5,NA,NA,"","","2018-06-20","1"
"E2-146","E2",146,2018-06-20,"N/A",65,NA,NA,NA,"","","2018-06-20","1"
"E2-147","E2",147,2018-06-20,"N/A",74.5,NA,NA,NA,"","","2018-06-20","1"
"E2-148","E2",148,2018-06-20,"N/A",101,103,NA,NA,"","","2018-06-20","1"
"E2-149","E2",149,2018-06-20,"N/A",91,92,NA,NA,"","","2018-06-20","1"
"E2-150","E2",150,2018-06-20,"N/A",44,NA,NA,NA,"","","2018-06-20","1"
"E2-151","E2",151,2018-06-20,"N/A",95,NA,NA,NA,"","","2018-06-20","1"
"E2-152","E2",152,2018-06-20,"N/A",97.5,NA,NA,NA,"","","2018-06-20","1"
"E2-153","E2",153,2018-06-20,"N/A",59,NA,NA,NA,"","","2018-06-20","1"
"E2-154","E2",154,2018-06-20,"N/A",97,NA,NA,NA,"","","2018-06-20","1"
"E2-155","E2",155,2018-06-20,"N/A",95,106.5,NA,NA,"","","2018-06-20","1"
"E2-156","E2",156,2018-06-20,"N/A",62.5,NA,NA,NA,"","","2018-06-20","1"
"E2-157","E2",157,2018-06-20,"N/A",61,NA,NA,NA,"","","2018-06-20","1"
"E2-158","E2",158,2018-06-20,"N/A",64,66,NA,NA,"","","2018-06-20","1"
"E2-159","E2",159,2018-06-20,"N/A",53.5,NA,NA,NA,"","","2018-06-20","1"
"E2-160","E2",160,2018-06-20,"N/A",82,NA,NA,NA,"","","2018-06-20","1"
"E2-161","E2",161,2018-06-20,"N/A",73,74,NA,NA,"","","2018-06-20","1"
"E2-162","E2",162,2018-06-20,"N/A",57,NA,NA,NA,"","","2018-06-20","1"
"E2-163","E2",163,2018-06-20,"N/A",76.5,NA,NA,NA,"","","2018-06-20","1"
"E2-164","E2",164,2018-06-20,"N/A",65,NA,NA,NA,"","","2018-06-20","1"
"E2-165","E2",165,2018-06-20,"N/A",85,NA,NA,NA,"","","2018-06-20","1"
"E2-166","E2",166,2018-06-20,"N/A",47,NA,NA,NA,"","","2018-06-20","1"
"E2-167","E2",167,2018-06-20,"N/A",74,NA,NA,NA,"","","2018-06-20","1"
"E2-168","E2",168,2018-06-20,"N/A",64,69,NA,NA,"","","2018-06-20","1"
"E2-169","E2",169,2018-06-20,"N/A",49,NA,NA,NA,"","","2018-06-20","1"
"E2-170","E2",170,2018-06-20,"N/A",51,NA,NA,NA,"","","2018-06-20","1"
"E2-171","E2",171,2018-06-20,"N/A",60,NA,NA,NA,"","","2018-06-20","1"
"E2-172","E2",172,2018-06-20,"N/A",49.5,NA,NA,NA,"","","2018-06-20","1"
"E2-173","E2",173,2018-06-20,"N/A",67,NA,NA,NA,"","","2018-06-20","1"
"E2-174","E2",174,2018-06-20,"N/A",73.5,NA,NA,NA,"","","2018-06-20","1"
"E2-175","E2",175,2018-06-20,"N/A",78.5,NA,NA,NA,"","","2018-06-20","1"
"E2-176","E2",176,2018-06-20,"N/A",67,NA,NA,NA,"","","2018-06-20","1"
"E2-177","E2",177,2018-06-20,"N/A",76,NA,NA,NA,"","","2018-06-20","1"
"E2-178","E2",178,2018-06-20,"N/A",73,76,NA,NA,"","","2018-06-20","1"
"E2-179","E2",179,2018-06-20,"N/A",37,NA,NA,NA,"","","2018-06-20","1"
"E2-180","E2",180,2018-06-20,"N/A",58,65.5,NA,NA,"","","2018-06-20","1"
"E2-181","E2",181,2018-06-20,"N/A",57.5,NA,NA,NA,"","","2018-06-20","1"
"E2-182","E2",182,2018-06-20,"N/A",57,NA,NA,NA,"","","2018-06-20","1"
"E2-183","E2",183,2018-06-20,"N/A",95.5,97,NA,NA,"","","2018-06-20","1"
"E2-184","E2",184,2018-06-20,"N/A",55,NA,NA,NA,"","","2018-06-20","1"
"E2-185","E2",185,2018-06-20,"N/A",78.5,NA,NA,NA,"","","2018-06-20","1"
"E2-186","E2",186,2018-06-20,"N/A",41,NA,NA,NA,"","","2018-06-20","1"
"E2-187","E2",187,2018-06-20,"N/A",23,NA,NA,NA,"","","2018-06-20","1"
"E2-188","E2",188,2018-06-20,"N/A",90,92,NA,NA,"","","2018-06-20","1"
"E2-189","E2",189,2018-06-20,"N/A",78,NA,NA,NA,"","","2018-06-20","1"
"E2-190","E2",190,2018-06-20,"N/A",70,73,NA,NA,"","","2018-06-20","1"
"E2-191","E2",191,2018-06-20,"N/A",54,NA,NA,NA,"","","2018-06-20","1"
"E2-192","E2",192,2018-06-20,"N/A",73,NA,NA,NA,"","","2018-06-20","1"
"E2-193","E2",193,2018-06-20,"N/A",70,NA,NA,NA,"","","2018-06-20","1"
"E2-194","E2",194,2018-06-20,"N/A",51.5,52,NA,NA,"","","2018-06-20","1"
"E2-195","E2",195,2018-06-20,"N/A",55,NA,NA,NA,"","","2018-06-20","1"
"E2-196","E2",196,2018-06-20,"N/A",51,NA,NA,NA,"","","2018-06-20","1"
"E2-197","E2",197,2018-06-20,"N/A",69,NA,NA,NA,"","","2018-06-20","1"
"E2-198","E2",198,2018-06-20,"N/A",33,NA,NA,NA,"","","2018-06-20","1"
"E2-199","E2",199,2018-06-20,"N/A",69,NA,NA,NA,"","","2018-06-20","1"
"E2-200","E2",200,2018-06-20,"N/A",78.5,NA,NA,NA,"","","2018-06-20","1"
"E2-201","E2",201,2018-06-20,"N/A",96,NA,NA,NA,"","","2018-06-20","1"
"E2-202","E2",202,2018-06-20,"N/A",56.5,NA,NA,NA,"","","2018-06-20","1"
"E2-203","E2",203,2018-06-20,"N/A",58,NA,NA,NA,"","","2018-06-20","1"
"E2-204","E2",204,2018-06-20,"N/A",72,NA,NA,NA,"","","2018-06-20","1"
"E2-205","E2",205,2018-06-20,"N/A",92,95.5,NA,NA,"","","2018-06-20","1"
"E11-1","E11",1,2018-06-20,"Rob",92,NA,NA,NA,"","","2018-06-20","1"
"E11-2","E11",2,2018-06-20,"Rob",99,101,NA,NA,"","","2018-06-20","1"
"E11-3","E11",3,2018-06-20,"Rob",71,NA,NA,NA,"","","2018-06-20","1"
"E11-4","E11",4,2018-06-20,"Rob",78,79,NA,NA,"","","2018-06-20","1"
"E11-5","E11",5,2018-06-20,"Rob",73,NA,NA,NA,"","","2018-06-20","1"
"E11-6","E11",6,2018-06-20,"Rob",64,65.5,NA,NA,"","","2018-06-20","1"
"E11-7","E11",7,2018-06-20,"Rob",101,NA,NA,NA,"","","2018-06-20","1"
"E11-8","E11",8,2018-06-20,"Rob",70,NA,NA,NA,"","","2018-06-20","1"
"E11-9","E11",9,2018-06-20,"Rob",82.5,NA,NA,NA,"","","2018-06-20","1"
"E11-10","E11",10,2018-06-20,"Rob",73,75.5,NA,NA,"","","2018-06-20","1"
"E11-11","E11",11,2018-06-20,"Rob",87.5,NA,NA,NA,"","","2018-06-20","1"
"E11-12","E11",12,2018-06-20,"Rob",78,81.5,NA,NA,"","","2018-06-20","1"
"E11-13","E11",13,2018-06-20,"Rob",79.5,NA,NA,NA,"","","2018-06-20","1"
"E11-14","E11",14,2018-06-20,"Rob",67.5,NA,NA,NA,"","","2018-06-20","1"
"E11-15","E11",15,2018-06-20,"Rob",62.5,NA,NA,NA,"","","2018-06-20","1"
"E11-16","E11",16,2018-06-20,"Rob",62,NA,NA,NA,"","","2018-06-20","1"
"E11-17","E11",17,2018-06-20,"Rob",51,NA,NA,NA,"","","2018-06-20","1"
"E11-18","E11",18,2018-06-20,"Rob",91.5,NA,NA,NA,"","","2018-06-20","1"
"E11-19","E11",19,2018-06-20,"Rob",78,79.5,NA,NA,"","","2018-06-20","1"
"E11-20","E11",20,2018-06-20,"Rob",64,NA,NA,NA,"","","2018-06-20","1"
"E11-21","E11",21,2018-06-20,"Rob",68,69,NA,NA,"","","2018-06-20","1"
"E11-22","E11",22,2018-06-20,"Rob",66.5,NA,NA,NA,"","","2018-06-20","1"
"E11-23","E11",23,2018-06-20,"Rob",70.5,NA,NA,NA,"","","2018-06-20","1"
"E11-24","E11",24,2018-06-20,"Rob",62.5,NA,NA,NA,"","","2018-06-20","1"
"E11-25","E11",25,2018-06-20,"Rob",51.5,NA,NA,NA,"","","2018-06-20","1"
"E11-26","E11",26,2018-06-20,"Rob",75,NA,NA,NA,"","","2018-06-20","1"
"E11-27","E11",27,2018-06-20,"Rob",57,NA,NA,NA,"","","2018-06-20","1"
"E11-28","E11",28,2018-06-20,"Rob",75,NA,NA,NA,"","","2018-06-20","1"
"E11-29","E11",29,2018-06-20,"Rob",96,NA,NA,NA,"","","2018-06-20","1"
"E11-30","E11",30,2018-06-20,"Rob",74.5,75.5,NA,NA,"","","2018-06-20","1"
"E11-31","E11",31,2018-06-20,"Rob",46.5,NA,NA,NA,"","","2018-06-20","1"
"E11-32","E11",32,2018-06-20,"Rob",53,NA,NA,NA,"","","2018-06-20","1"
"E11-33","E11",33,2018-06-20,"Rob",65,69.5,NA,NA,"","","2018-06-20","1"
"E11-34","E11",34,2018-06-20,"Rob",56,58,NA,NA,"","","2018-06-20","1"
"E11-35","E11",35,2018-06-20,"Rob",55.5,61,NA,NA,"","","2018-06-20","1"
"E11-36","E11",36,2018-06-20,"Rob",71,73.5,NA,NA,"","","2018-06-20","1"
"E11-37","E11",37,2018-06-20,"Rob",52,NA,NA,NA,"","","2018-06-20","1"
"E11-38","E11",38,2018-06-20,"Rob",62,NA,NA,NA,"","","2018-06-20","1"
"E11-39","E11",39,2018-06-20,"Rob",74.5,76,NA,NA,"","","2018-06-20","1"
"E11-40","E11",40,2018-06-20,"Rob",44,NA,NA,NA,"","","2018-06-20","1"
"E11-41","E11",41,2018-06-20,"Rob",49,NA,NA,NA,"","","2018-06-20","1"
"E11-42","E11",42,2018-06-20,"Rob",61.5,NA,NA,NA,"","","2018-06-20","1"
"E11-43","E11",43,2018-06-20,"Rob",35,NA,NA,NA,"","","2018-06-20","1"
"E11-44","E11",44,2018-06-20,"Rob",77,NA,NA,NA,"","","2018-06-20","1"
"E11-45","E11",45,2018-06-20,"Rob",58,NA,NA,NA,"","","2018-06-20","1"
"E11-46","E11",46,2018-06-20,"Rob",86,NA,NA,NA,"","","2018-06-20","1"
"E11-47","E11",47,2018-06-20,"Rob",42.5,NA,NA,NA,"","","2018-06-20","1"
"E11-48","E11",48,2018-06-20,"Rob",55,NA,NA,NA,"","","2018-06-20","1"
"E11-49","E11",49,2018-06-20,"Rob",50,54.5,NA,NA,"","","2018-06-20","1"
"E11-50","E11",50,2018-06-20,"Rob",50,NA,NA,NA,"","","2018-06-20","1"
"E11-51","E11",51,2018-06-20,"Rob",93,NA,NA,NA,"","","2018-06-20","1"
"E11-52","E11",52,2018-06-20,"Rob",76.5,82,NA,NA,"","","2018-06-20","1"
"E11-53","E11",53,2018-06-20,"Rob",68,NA,NA,NA,"","","2018-06-20","1"
"E11-54","E11",54,2018-06-20,"Rob",54,NA,NA,NA,"","","2018-06-20","1"
"E11-55","E11",55,2018-06-20,"Rob",75,81,NA,NA,"","","2018-06-20","1"
"E11-56","E11",56,2018-06-20,"Rob",70,73.5,NA,NA,"","","2018-06-20","1"
"E11-57","E11",57,2018-06-20,"Rob",51,71.5,60,NA,"","","2018-06-20","1"
"E11-58","E11",58,2018-06-20,"Rob",67,72,NA,NA,"","","2018-06-20","1"
"E11-59","E11",59,2018-06-20,"Rob",43.5,NA,NA,NA,"","","2018-06-20","1"
"E11-60","E11",60,2018-06-20,"Rob",49.5,NA,NA,NA,"","","2018-06-20","1"
"E11-61","E11",61,2018-06-20,"Rob",92.5,103,NA,NA,"","","2018-06-20","1"
"E11-62","E11",62,2018-06-20,"Rob",56,NA,NA,NA,"","","2018-06-20","1"
"E11-63","E11",63,2018-06-20,"Rob",83,NA,NA,NA,"","","2018-06-20","1"
"E11-64","E11",64,2018-06-20,"Rob",84,91.5,NA,NA,"","","2018-06-20","1"
"E11-65","E11",65,2018-06-20,"Rob",44.5,NA,NA,NA,"","","2018-06-20","1"
"E11-66","E11",66,2018-06-20,"Rob",80,NA,NA,NA,"","","2018-06-20","1"
"E11-67","E11",67,2018-06-20,"Rob",67,73.5,NA,NA,"","","2018-06-20","1"
"E11-68","E11",68,2018-06-20,"Rob",80,88.5,81.5,NA,"","","2018-06-20","1"
"E11-69","E11",69,2018-06-20,"Rob",NA,NA,NA,NA,"","","2018-06-20","1"
"E11-70","E11",70,2018-06-20,"Rob",67.5,NA,NA,NA,"","","2018-06-20","1"
"E11-71","E11",71,2018-06-20,"Rob",86,NA,NA,NA,"","","2018-06-20","1"
"E11-72","E11",72,2018-06-20,"Rob",53,NA,NA,NA,"","","2018-06-20","1"
"E11-73","E11",73,2018-06-20,"Rob",72,NA,NA,NA,"","","2018-06-20","1"
"E11-74","E11",74,2018-06-20,"Rob",65,NA,NA,NA,"","","2018-06-20","1"
"E11-75","E11",75,2018-06-20,"Rob",67,NA,NA,NA,"","","2018-06-20","1"
"E11-76","E11",76,2018-06-20,"Rob",58,NA,NA,NA,"","","2018-06-20","1"
"E11-77","E11",77,2018-06-20,"Rob",35,NA,NA,NA,"","","2018-06-20","1"
"E11-78","E11",78,2018-06-20,"Rob",81,85,NA,NA,"","","2018-06-20","1"
"E11-79","E11",79,2018-06-20,"Rob",48,50,NA,NA,"","","2018-06-20","1"
"E11-80","E11",80,2018-06-20,"Rob",71.5,NA,NA,NA,"","","2018-06-20","1"
"E11-81","E11",81,2018-06-20,"Rob",89,NA,NA,NA,"","","2018-06-20","1"
"E11-82","E11",82,2018-06-20,"Rob",77,NA,NA,NA,"","","2018-06-20","1"
"E11-83","E11",83,2018-06-20,"Rob",46,NA,NA,NA,"","","2018-06-20","1"
"E11-84","E11",84,2018-06-20,"Rob",87.5,NA,NA,NA,"","","2018-06-20","1"
"E11-85","E11",85,2018-06-20,"Rob",73,NA,NA,NA,"","","2018-06-20","1"
"E11-86","E11",86,2018-06-20,"Rob",85.5,NA,NA,NA,"","","2018-06-20","1"
"E11-87","E11",87,2018-06-20,"Rob",82,NA,NA,NA,"","","2018-06-20","1"
"E11-88","E11",88,2018-06-20,"Rob",87.5,NA,NA,NA,"","","2018-06-20","1"
"E11-89","E11",89,2018-06-20,"Rob",53,55,NA,NA,"","","2018-06-20","1"
"E11-90","E11",90,2018-06-20,"Rob",81,NA,NA,NA,"","","2018-06-20","1"
"E11-91","E11",91,2018-06-20,"Rob",58,NA,NA,NA,"","","2018-06-20","1"
"E11-92","E11",92,2018-06-20,"Rob",72.5,NA,NA,NA,"","","2018-06-20","1"
"E11-93","E11",93,2018-06-20,"Rob",78,81.5,NA,NA,"","","2018-06-20","1"
"E11-94","E11",94,2018-06-20,"Rob",70.5,NA,NA,NA,"","","2018-06-20","1"
"E11-95","E11",95,2018-06-20,"Rob",84,90,NA,NA,"","","2018-06-20","1"
"E11-96","E11",96,2018-06-20,"Rob",NA,NA,NA,NA,"","","2018-06-20","1"
"E11-97","E11",97,2018-06-20,"Rob",68,NA,NA,NA,"","","2018-06-20","1"
"E11-98","E11",98,2018-06-20,"Rob",60.5,NA,NA,NA,"","","2018-06-20","1"
"E11-99","E11",99,2018-06-20,"Rob",100,NA,NA,NA,"","","2018-06-20","1"
"E11-100","E11",100,2018-06-20,"Rob",49,NA,NA,NA,"","","2018-06-20","1"
"E11-101","E11",101,2018-06-20,"Jamie",88,91,NA,NA,"","","2018-06-20","1"
"E11-102","E11",102,2018-06-20,"Jamie",71,NA,NA,NA,"","","2018-06-20","1"
"E11-103","E11",103,2018-06-20,"Jamie",56,NA,NA,NA,"","","2018-06-20","1"
"E11-104","E11",104,2018-06-20,"Jamie",77,NA,NA,NA,"","","2018-06-20","1"
"E11-105","E11",105,2018-06-20,"Jamie",59,NA,NA,NA,"","","2018-06-20","1"
"E11-106","E11",106,2018-06-20,"Jamie",70,NA,NA,NA,"","","2018-06-20","1"
"E11-107","E11",107,2018-06-20,"Jamie",67,73,NA,NA,"","","2018-06-20","1"
"E11-108","E11",108,2018-06-20,"Jamie",65,66,NA,NA,"","","2018-06-20","1"
"E11-109","E11",109,2018-06-20,"Jamie",68,NA,NA,NA,"","","2018-06-20","1"
"E11-110","E11",110,2018-06-20,"Jamie",63,NA,NA,NA,"","","2018-06-20","1"
"E11-111","E11",111,2018-06-20,"Jamie",76,NA,NA,NA,"","","2018-06-20","1"
"E11-112","E11",112,2018-06-20,"Jamie",85,NA,NA,NA,"","","2018-06-20","1"
"E11-113","E11",113,2018-06-20,"Jamie",78,NA,NA,NA,"","","2018-06-20","1"
"E11-114","E11",114,2018-06-20,"Jamie",38,NA,NA,NA,"","","2018-06-20","1"
"E11-115","E11",115,2018-06-20,"Jamie",90,NA,NA,NA,"","","2018-06-20","1"
"E11-116","E11",116,2018-06-20,"Jamie",42,NA,NA,NA,"","","2018-06-20","1"
"E11-117","E11",117,2018-06-20,"Jamie",61,NA,NA,NA,"","","2018-06-20","1"
"E11-118","E11",118,2018-06-20,"Jamie",72,NA,NA,NA,"","","2018-06-20","1"
"E11-119","E11",119,2018-06-20,"Jamie",84,NA,NA,NA,"","","2018-06-20","1"
"E11-120","E11",120,2018-06-20,"Jamie",106,NA,NA,NA,"","","2018-06-20","1"
"E11-121","E11",121,2018-06-20,"Jamie",30,NA,NA,NA,"","","2018-06-20","1"
"E11-122","E11",122,2018-06-20,"Jamie",42,NA,NA,NA,"","","2018-06-20","1"
"E11-123","E11",123,2018-06-20,"Jamie",77,NA,NA,NA,"","","2018-06-20","1"
"E11-124","E11",124,2018-06-20,"Jamie",48,NA,NA,NA,"","","2018-06-20","1"
"E11-125","E11",125,2018-06-20,"Jamie",65,NA,NA,NA,"","","2018-06-20","1"
"E11-126","E11",126,2018-06-20,"Jamie",100,NA,NA,NA,"","","2018-06-20","1"
"E11-127","E11",127,2018-06-20,"Jamie",57,NA,NA,NA,"","","2018-06-20","1"
"E11-128","E11",128,2018-06-20,"Jamie",63,65,NA,NA,"","","2018-06-20","1"
"E11-129","E11",129,2018-06-20,"Jamie",51,NA,NA,NA,"","","2018-06-20","1"
"E11-130","E11",130,2018-06-20,"Jamie",74,78,NA,NA,"","","2018-06-20","1"
"E11-131","E11",131,2018-06-20,"Jamie",81,87,NA,NA,"","","2018-06-20","1"
"E11-132","E11",132,2018-06-20,"Jamie",51,NA,NA,NA,"","","2018-06-20","1"
"E11-133","E11",133,2018-06-20,"Jamie",27,NA,NA,NA,"","","2018-06-20","1"
"E11-134","E11",134,2018-06-20,"Jamie",48,NA,NA,NA,"","","2018-06-20","1"
"E11-135","E11",135,2018-06-20,"Jamie",68,71,NA,NA,"","","2018-06-20","1"
"E11-136","E11",136,2018-06-20,"Jamie",94,101,NA,NA,"","","2018-06-20","1"
"E11-137","E11",137,2018-06-20,"Jamie",78,81,NA,NA,"","","2018-06-20","1"
"E11-138","E11",138,2018-06-20,"Jamie",87,NA,NA,NA,"","","2018-06-20","1"
"E11-139","E11",139,2018-06-20,"Jamie",75,NA,NA,NA,"","","2018-06-20","1"
"E11-140","E11",140,2018-06-20,"Jamie",85,90,NA,NA,"","","2018-06-20","1"
"E11-141","E11",141,2018-06-20,"Jamie",80,NA,NA,NA,"","","2018-06-20","1"
"E11-142","E11",142,2018-06-20,"Jamie",77,NA,NA,NA,"","","2018-06-20","1"
"E11-143","E11",143,2018-06-20,"Jamie",96,NA,NA,NA,"","","2018-06-20","1"
"E11-144","E11",144,2018-06-20,"Jamie",68,70,NA,NA,"","","2018-06-20","1"
"E11-145","E11",145,2018-06-20,"Jamie",60,NA,NA,NA,"","","2018-06-20","1"
"E11-146","E11",146,2018-06-20,"Jamie",46,NA,NA,NA,"","","2018-06-20","1"
"E11-147","E11",147,2018-06-20,"Jamie",72,NA,NA,NA,"","","2018-06-20","1"
"E11-148","E11",148,2018-06-20,"Jamie",86,89,NA,NA,"","","2018-06-20","1"
"E11-149","E11",149,2018-06-20,"Jamie",64,NA,NA,NA,"","","2018-06-20","1"
"E11-150","E11",150,2018-06-20,"Jamie",53,NA,NA,NA,"","","2018-06-20","1"
"E11-151","E11",151,2018-06-20,"Jamie",56,NA,NA,NA,"","","2018-06-20","1"
"E11-152","E11",152,2018-06-20,"Jamie",74,NA,NA,NA,"","","2018-06-20","1"
"E11-153","E11",153,2018-06-20,"Jamie",NA,NA,NA,NA,"","","2018-06-20","1"
"E11-154","E11",154,2018-06-20,"Jamie",53,NA,NA,NA,"","","2018-06-20","1"
"E11-155","E11",155,2018-06-20,"Jamie",48,NA,NA,NA,"","","2018-06-20","1"
"E11-156","E11",156,2018-06-20,"Jamie",52,NA,NA,NA,"","","2018-06-20","1"
"E11-157","E11",157,2018-06-20,"Jamie",65,NA,NA,NA,"","","2018-06-20","1"
"E11-158","E11",158,2018-06-20,"Jamie",38,NA,NA,NA,"","","2018-06-20","1"
"E11-159","E11",159,2018-06-20,"Jamie",50,NA,NA,NA,"","","2018-06-20","1"
"E11-160","E11",160,2018-06-20,"Jamie",66,NA,NA,NA,"","","2018-06-20","1"
"E11-161","E11",161,2018-06-20,"Jamie",50,51,NA,NA,"","","2018-06-20","1"
"E11-162","E11",162,2018-06-20,"Jamie",61,NA,NA,NA,"","","2018-06-20","1"
"E11-163","E11",163,2018-06-20,"Jamie",45,NA,NA,NA,"","","2018-06-20","1"
"E11-164","E11",164,2018-06-20,"Jamie",68,NA,NA,NA,"","","2018-06-20","1"
"E11-165","E11",165,2018-06-20,"Jamie",57,NA,NA,NA,"","","2018-06-20","1"
"E11-166","E11",166,2018-06-20,"Jamie",76,NA,NA,NA,"","","2018-06-20","1"
"E11-167","E11",167,2018-06-20,"Jamie",51,NA,NA,NA,"","","2018-06-20","1"
"E11-168","E11",168,2018-06-20,"Jamie",64,NA,NA,NA,"","","2018-06-20","1"
"E11-169","E11",169,2018-06-20,"Jamie",47,NA,NA,NA,"","","2018-06-20","1"
"E11-170","E11",170,2018-06-20,"Jamie",55,NA,NA,NA,"","","2018-06-20","1"
"E11-171","E11",171,2018-06-20,"Jamie",54,NA,NA,NA,"","","2018-06-20","1"
"E11-172","E11",172,2018-06-20,"Jamie",57,NA,NA,NA,"","","2018-06-20","1"
"E11-173","E11",173,2018-06-20,"Jamie",55,NA,NA,NA,"","","2018-06-20","1"
"E11-174","E11",174,2018-06-20,"Jamie",75,NA,NA,NA,"","","2018-06-20","1"
