Block,Pos,Date,Weight,Measured_by,Entered_by,Missing,NOTES,"Individuals with missing bags were assigned the ""empty bag"" weight for their box- May 10, 2023"
E10,71,24-Mar-23,36.06,Vivian Nguyen,Vivian Nguyen,,,
E10,72,24-Mar-23,30.07,Vivian Nguyen,Vivian Nguyen,1,no bag,
E10,73,24-Mar-23,46.68,Vivian Nguyen,Vivian Nguyen,,,
E10,74,24-Mar-23,35.13,Vivian Nguyen,Vivian Nguyen,,,
E10,75,24-Mar-23,37.31,Vivian Nguyen,Vivian Nguyen,,,
E10,76,24-Mar-23,35.17,Vivian Nguyen,Vivian Nguyen,,,
E10,77,24-Mar-23,30.05,Vivian Nguyen,Vivian Nguyen,,,
E10,78,24-Mar-23,39.73,Vivian Nguyen,Vivian Nguyen,,,
E10,79,24-Mar-23,32.75,Vivian Nguyen,Vivian Nguyen,,,
E10,80,24-Mar-23,30.25,Vivian Nguyen,Vivian Nguyen,,,
E10,81,24-Mar-23,32.22,Vivian Nguyen,Vivian Nguyen,,,
E10,82,24-Mar-23,30.23,Vivian Nguyen,Vivian Nguyen,,,
E10,83,24-Mar-23,34.39,Vivian Nguyen,Vivian Nguyen,,,
E10,84,24-Mar-23,29.56,Vivian Nguyen,Vivian Nguyen,,,
E10,85,24-Mar-23,32.85,Vivian Nguyen,Vivian Nguyen,,,
E10,86,24-Mar-23,30.07,Vivian Nguyen,Vivian Nguyen,1,no bag,
E10,87,24-Mar-23,30.07,Vivian Nguyen,Vivian Nguyen,1,no bag,
E10,88,24-Mar-23,31.84,Vivian Nguyen,Vivian Nguyen,,,
E10,89,24-Mar-23,32.63,Vivian Nguyen,Vivian Nguyen,,,
E10,90,24-Mar-23,34.73,Vivian Nguyen,Vivian Nguyen,,,
E10,91,24-Mar-23,50.79,Vivian Nguyen,Vivian Nguyen,,,
E10,92,24-Mar-23,34.83,Vivian Nguyen,Vivian Nguyen,,,
E10,93,24-Mar-23,35.41,Vivian Nguyen,Vivian Nguyen,,,
E10,94,24-Mar-23,39.17,Vivian Nguyen,Vivian Nguyen,,,
E10,95,24-Mar-23,33.22,Vivian Nguyen,Vivian Nguyen,,,
E10,96,24-Mar-23,45.34,Vivian Nguyen,Vivian Nguyen,,,
E10,97,24-Mar-23,35.9,Vivian Nguyen,Vivian Nguyen,,,
E10,98,24-Mar-23,46.74,Vivian Nguyen,Vivian Nguyen,,,
E10,99,24-Mar-23,34.55,Vivian Nguyen,Vivian Nguyen,,,
E10,100,24-Mar-23,30.91,Vivian Nguyen,Vivian Nguyen,,E10 box 51 - 100 empty bag = 30.07g,
E10,101,24-Mar-23,49.73,Vivian Nguyen,Vivian Nguyen,,,
E10,102,24-Mar-23,29.64,Vivian Nguyen,Vivian Nguyen,1,no bag,
E10,103,24-Mar-23,45.59,Vivian Nguyen,Vivian Nguyen,,,
E10,104,24-Mar-23,41.27,Vivian Nguyen,Vivian Nguyen,,,
E10,105,24-Mar-23,41.99,Vivian Nguyen,Vivian Nguyen,,,
E10,106,24-Mar-23,31.78,Vivian Nguyen,Vivian Nguyen,,,
E10,107,24-Mar-23,30.93,Vivian Nguyen,Vivian Nguyen,,,
E10,108,24-Mar-23,43.27,Vivian Nguyen,Vivian Nguyen,,,
E10,109,24-Mar-23,30.98,Vivian Nguyen,Vivian Nguyen,,,
E10,110,24-Mar-23,33.2,Vivian Nguyen,Vivian Nguyen,,,
E10,111,24-Mar-23,33.43,Vivian Nguyen,Vivian Nguyen,,,
E10,112,24-Mar-23,37.16,Vivian Nguyen,Vivian Nguyen,,,
E10,113,24-Mar-23,35.96,Vivian Nguyen,Vivian Nguyen,,,
E10,114,24-Mar-23,35.32,Vivian Nguyen,Vivian Nguyen,,,
E10,115,24-Mar-23,34.01,Vivian Nguyen,Vivian Nguyen,,,
E10,116,24-Mar-23,41.69,Vivian Nguyen,Vivian Nguyen,,,
E10,117,24-Mar-23,33.87,Vivian Nguyen,Vivian Nguyen,,,
E10,118,24-Mar-23,35.28,Vivian Nguyen,Vivian Nguyen,,,
E10,119,24-Mar-23,35.33,Vivian Nguyen,Vivian Nguyen,,,
E10,120,24-Mar-23,29.64,Vivian Nguyen,Vivian Nguyen,1,no bag,
E10,121,24-Mar-23,37.5,Vivian Nguyen,Vivian Nguyen,,,
E10,122,24-Mar-23,33.88,Vivian Nguyen,Vivian Nguyen,,,
E10,123,24-Mar-23,61.18,Vivian Nguyen,Vivian Nguyen,,,
E10,124,24-Mar-23,60.8,Vivian Nguyen,Vivian Nguyen,,,
E10,125,24-Mar-23,50.9,Vivian Nguyen,Vivian Nguyen,,,
E10,126,24-Mar-23,39.37,Vivian Nguyen,Vivian Nguyen,,,
E10,127,24-Mar-23,31.32,Vivian Nguyen,Vivian Nguyen,,,
E10,128,24-Mar-23,30.97,Vivian Nguyen,Vivian Nguyen,,,
E10,129,24-Mar-23,30.47,Vivian Nguyen,Vivian Nguyen,,,
E10,130,24-Mar-23,34.69,Vivian Nguyen,Vivian Nguyen,,,
E10,131,24-Mar-23,32.02,Vivian Nguyen,Vivian Nguyen,,,
E10,132,27-Mar-23,37.47,Vivian Nguyen,Vivian Nguyen,,,
E10,133,27-Mar-23,65.08,Vivian Nguyen,Vivian Nguyen,,,
E10,134,27-Mar-23,32.9,Vivian Nguyen,Vivian Nguyen,,,
E10,135,27-Mar-23,39.62,Vivian Nguyen,Vivian Nguyen,,,
E10,136,27-Mar-23,33.64,Vivian Nguyen,Vivian Nguyen,,,
E10,137,27-Mar-23,38.04,Vivian Nguyen,Vivian Nguyen,,,
E10,138,27-Mar-23,49.63,Vivian Nguyen,Vivian Nguyen,,,
E10,139,27-Mar-23,47.44,Vivian Nguyen,Vivian Nguyen,,,
E10,140,27-Mar-23,30.71,Vivian Nguyen,Vivian Nguyen,,,
E10,141,27-Mar-23,34.85,Vivian Nguyen,Vivian Nguyen,,,
E10,142,27-Mar-23,38.69,Vivian Nguyen,Vivian Nguyen,,,
E10,143,27-Mar-23,33.09,Vivian Nguyen,Vivian Nguyen,,,
E10,144,27-Mar-23,29.64,Vivian Nguyen,Vivian Nguyen,1,no bag,
E10,145,27-Mar-23,37.9,Vivian Nguyen,Vivian Nguyen,,,
E10,146,27-Mar-23,34.67,Vivian Nguyen,Vivian Nguyen,,,
E10,147,27-Mar-23,37.15,Vivian Nguyen,Vivian Nguyen,,,
E10,148,27-Mar-23,33.44,Vivian Nguyen,Vivian Nguyen,,,
E10,149,27-Mar-23,31.26,Vivian Nguyen,Vivian Nguyen,,,
E10,150,27-Mar-23,30.7,Vivian Nguyen,Vivian Nguyen,,"E10 101 - 150, empty bag = 29.64g",
E10,151,27-Mar-23,30.28,Vivian Nguyen,Vivian Nguyen,,,
E10,152,27-Mar-23,31.93,Vivian Nguyen,Vivian Nguyen,,,
E10,153,27-Mar-23,67.67,Vivian Nguyen,Vivian Nguyen,,,
E10,154,27-Mar-23,33.48,Vivian Nguyen,Vivian Nguyen,,,
E10,155,27-Mar-23,38.67,Vivian Nguyen,Vivian Nguyen,,,
E10,156,27-Mar-23,34.84,Vivian Nguyen,Vivian Nguyen,,,
E10,157,27-Mar-23,39.9,Vivian Nguyen,Vivian Nguyen,,,
E10,158,27-Mar-23,37.41,Vivian Nguyen,Vivian Nguyen,,,
E10,159,27-Mar-23,30.06,Vivian Nguyen,Vivian Nguyen,,,
E10,160,27-Mar-23,30.22,Vivian Nguyen,Vivian Nguyen,,,
E10,161,27-Mar-23,48.83,Vivian Nguyen,Vivian Nguyen,,,
E10,162,27-Mar-23,42.81,Vivian Nguyen,Vivian Nguyen,,,
E10,163,27-Mar-23,35.92,Vivian Nguyen,Vivian Nguyen,,,
E10,164,27-Mar-23,31.72,Vivian Nguyen,Vivian Nguyen,,,
E10,165,27-Mar-23,30.36,Vivian Nguyen,Vivian Nguyen,,,
E10,166,27-Mar-23,34.01,Vivian Nguyen,Vivian Nguyen,,,
E10,167,27-Mar-23,31.45,Vivian Nguyen,Vivian Nguyen,,,
E10,168,27-Mar-23,29.15,Vivian Nguyen,Vivian Nguyen,,,
E10,169,27-Mar-23,30.61,Vivian Nguyen,Vivian Nguyen,,,
E10,170,27-Mar-23,30.43,Vivian Nguyen,Vivian Nguyen,,,
E10,171,27-Mar-23,29.92,Vivian Nguyen,Vivian Nguyen,,,
E10,172,27-Mar-23,29.45,Vivian Nguyen,Vivian Nguyen,1,no bag,
E10,173,27-Mar-23,57.47,Vivian Nguyen,Vivian Nguyen,,,
E10,174,27-Mar-23,32.13,Vivian Nguyen,Vivian Nguyen,,,
E10,175,27-Mar-23,40.93,Vivian Nguyen,Vivian Nguyen,,,
E10,176,27-Mar-23,31.13,Vivian Nguyen,Vivian Nguyen,,,
E10,177,27-Mar-23,35.06,Vivian Nguyen,Vivian Nguyen,,,
E10,178,27-Mar-23,31.26,Vivian Nguyen,Vivian Nguyen,,,
E10,179,27-Mar-23,34.06,Vivian Nguyen,Vivian Nguyen,,,
E10,180,27-Mar-23,35.24,Vivian Nguyen,Vivian Nguyen,,,
E10,181,27-Mar-23,45.39,Vivian Nguyen,Vivian Nguyen,,,
E10,182,27-Mar-23,29.45,Vivian Nguyen,Vivian Nguyen,1,no bag,
E10,183,27-Mar-23,36.32,Vivian Nguyen,Vivian Nguyen,,,
E10,184,27-Mar-23,34.14,Vivian Nguyen,Vivian Nguyen,,,
E10,185,27-Mar-23,34.86,Vivian Nguyen,Vivian Nguyen,,,
E10,186,27-Mar-23,33.86,Vivian Nguyen,Vivian Nguyen,,,
E10,187,27-Mar-23,35.55,Vivian Nguyen,Vivian Nguyen,,,
E10,188,27-Mar-23,31.2,Vivian Nguyen,Vivian Nguyen,,,
E10,189,27-Mar-23,32.86,Vivian Nguyen,Vivian Nguyen,,,
E10,190,27-Mar-23,33.12,Vivian Nguyen,Vivian Nguyen,,,
E10,191,27-Mar-23,32.34,Vivian Nguyen,Vivian Nguyen,,,
E10,192,27-Mar-23,35.55,Vivian Nguyen,Vivian Nguyen,,,
E10,193,27-Mar-23,46.8,Vivian Nguyen,Vivian Nguyen,,,
E10,194,27-Mar-23,36.28,Vivian Nguyen,Vivian Nguyen,,,
E10,195,27-Mar-23,37.79,Vivian Nguyen,Vivian Nguyen,,,
E10,196,27-Mar-23,30.71,Vivian Nguyen,Vivian Nguyen,,,
E10,197,27-Mar-23,41.32,Vivian Nguyen,Vivian Nguyen,,,
E10,198,27-Mar-23,40.63,Vivian Nguyen,Vivian Nguyen,,,
E10,199,27-Mar-23,31.11,Vivian Nguyen,Vivian Nguyen,,,
E10,200,27-Mar-23,30.89,Vivian Nguyen,Vivian Nguyen,,,
E10,201,27-Mar-23,48.74,Vivian Nguyen,Vivian Nguyen,,"E10 151 - 201, empty bag = 29.45g",
